hour,temperature_c,humidity,windspeed_kmh,is_weekend,is_holiday,is_workday,rush_hour,was_missing_hour,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos,total_lag_24h,total_lag_7d,total_24h_mean,total_7d_mean,same_hour_weekday_4w_mean,conditions,season,total_count
2011-08-18 11:00:00,27.7,58.0,17.0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,128.0,187.0,195.875,187.41666666666666,149.0,clear,summer,141.0
2011-08-18 12:00:00,29.6,52.0,19.0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,189.0,214.0,196.41666666666666,187.14285714285714,185.0,clear,summer,173.0
2011-08-18 13:00:00,29.6,52.0,24.0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,176.0,217.0,195.75,186.89880952380952,169.0,clear,summer,187.0
2011-08-18 14:00:00,30.5,46.0,22.0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,192.0,142.0,196.20833333333334,186.7202380952381,148.5,clear,summer,182.0
2011-08-18 15:00:00,29.6,46.0,24.0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,159.0,178.0,195.79166666666666,186.95833333333334,155.5,clear,summer,174.0
2011-08-18 16:00:00,29.6,46.0,24.0,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,300.0,298.0,196.41666666666666,186.9345238095238,263.5,clear,summer,245.0
2011-08-18 17:00:00,29.6,46.0,20.0,0,0,1,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,552.0,582.0,194.125,186.61904761904762,504.75,light_rain,summer,409.0
2011-08-18 18:00:00,27.7,55.0,17.0,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,556.0,571.0,188.16666666666666,185.58928571428572,489.75,light_rain,summer,274.0
2011-08-18 19:00:00,23.0,83.0,7.0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,347.0,371.0,176.41666666666666,183.82142857142858,335.75,clear,summer,141.0
2011-08-18 20:00:00,23.0,83.0,7.0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,280.0,288.0,167.83333333333334,182.45238095238096,270.25,clear,summer,165.0
2011-08-18 21:00:00,24.0,79.0,0.0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,230.0,206.0,163.04166666666666,181.7202380952381,209.5,clouds,summer,149.0
2011-08-18 22:00:00,24.9,74.0,7.0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,171.0,157.0,159.66666666666666,181.38095238095238,163.5,clouds,summer,135.0
2011-08-18 23:00:00,24.9,74.0,9.0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,105.0,127.0,158.16666666666666,181.25,123.75,clouds,summer,114.0
2011-08-19 00:00:00,24.0,69.0,13.0,0,0,1,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,56.0,65.0,158.54166666666666,181.17261904761904,59.0,light_rain,summer,62.0
2011-08-19 01:00:00,22.1,89.0,0.0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,24.0,23.0,158.79166666666666,181.1547619047619,25.0,light_rain,summer,20.0
2011-08-19 02:00:00,22.1,83.0,0.0,0,0,1,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,6.0,15.0,158.625,181.13690476190476,15.25,light_rain,summer,8.0
2011-08-19 03:00:00,22.1,78.0,0.0,0,0,1,0,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,6.0,9.0,158.70833333333334,181.0952380952381,8.25,clear,summer,3.0
2011-08-19 04:00:00,22.1,83.0,0.0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,9.0,5.0,158.58333333333334,181.0595238095238,7.75,clear,summer,8.0
2011-08-19 05:00:00,22.1,83.0,0.0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,27.0,26.0,158.54166666666666,181.07738095238096,22.0,clear,summer,17.0
2011-08-19 06:00:00,22.1,83.0,0.0,0,0,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,103.0,76.0,158.125,181.02380952380952,90.75,clear,summer,93.0
2011-08-19 07:00:00,23.0,83.0,6.0,0,0,1,1,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,308.0,264.0,157.70833333333334,181.125,260.0,clouds,summer,263.0
2011-08-19 08:00:00,23.0,83.0,0.0,0,0,1,1,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,420.0,426.0,155.83333333333334,181.11904761904762,396.5,clouds,summer,398.0
2011-08-19 09:00:00,24.9,65.0,9.0,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,228.0,205.0,154.91666666666666,180.95238095238096,204.5,clear,summer,218.0
2011-08-19 10:00:00,25.8,62.0,6.0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,129.0,130.0,154.5,181.0297619047619,128.5,clear,summer,165.0
2011-08-19 11:00:00,25.8,66.0,6.0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,141.0,156.0,156.0,181.23809523809524,143.25,clouds,summer,165.0
2011-08-19 12:00:00,26.8,62.0,6.0,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,173.0,222.0,157.0,181.29166666666666,172.0,clouds,summer,222.0
2011-08-19 13:00:00,27.7,62.0,13.0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,187.0,253.0,159.04166666666666,181.29166666666666,184.0,clouds,summer,232.0
2011-08-19 14:00:00,28.7,55.0,13.0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,182.0,186.0,160.91666666666666,181.16666666666666,170.0,clear,summer,220.0
2011-08-19 15:00:00,29.6,49.0,7.0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,174.0,249.0,162.5,181.36904761904762,190.25,clear,summer,222.0
2011-08-19 16:00:00,29.6,49.0,0.0,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,245.0,334.0,164.5,181.20833333333334,269.75,clear,summer,327.0
2011-08-19 17:00:00,27.7,58.0,35.0,0,0,1,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,409.0,516.0,167.91666666666666,181.16666666666666,448.25,clear,summer,527.0
2011-08-19 18:00:00,27.7,58.0,35.0,0,0,1,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,274.0,465.0,172.83333333333334,181.23214285714286,394.25,clear,summer,425.0
2011-08-19 19:00:00,21.1,73.0,31.0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,141.0,385.0,179.125,180.99404761904762,312.0,light_rain,summer,165.0
2011-08-19 20:00:00,21.1,83.0,20.0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,165.0,287.0,180.125,179.6845238095238,249.0,light_rain,summer,58.0
2011-08-19 21:00:00,21.1,83.0,9.0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,149.0,226.0,175.66666666666666,178.32142857142858,188.0,clear,summer,107.0
2011-08-19 22:00:00,20.2,88.0,9.0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,135.0,231.0,173.91666666666666,177.61309523809524,185.5,clear,summer,122.0
2011-08-19 23:00:00,20.2,88.0,6.0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,114.0,151.0,173.375,176.96428571428572,127.25,clouds,summer,106.0
2011-08-20 00:00:00,20.2,88.0,0.0,1,0,0,0,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,62.0,84.0,173.04166666666666,176.69642857142858,112.75,clear,summer,128.0
2011-08-20 01:00:00,21.1,83.0,0.0,1,0,0,0,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,20.0,77.0,175.79166666666666,176.95833333333334,76.0,clear,summer,47.0
2011-08-20 02:00:00,21.1,78.0,0.0,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,8.0,74.0,176.91666666666666,176.7797619047619,57.5,clear,summer,69.0
2011-08-20 03:00:00,21.1,78.0,0.0,1,0,0,0,0,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,3.0,27.0,179.45833333333334,176.75,33.5,clear,summer,51.0
2011-08-20 04:00:00,20.2,88.0,0.0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,8.0,10.0,181.45833333333334,176.89285714285714,9.75,clouds,summer,7.0
2011-08-20 05:00:00,20.2,83.0,0.0,1,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,17.0,18.0,181.41666666666666,176.875,11.0,clear,summer,8.0
2011-08-20 06:00:00,20.2,83.0,9.0,1,0,0,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,93.0,22.0,181.04166666666666,176.8154761904762,24.5,clouds,summer,24.0
2011-08-20 07:00:00,21.1,83.0,0.0,1,0,0,1,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,263.0,44.0,178.16666666666666,176.82738095238096,48.5,clear,summer,44.0
2011-08-20 08:00:00,23.0,69.0,0.0,1,0,0,1,0,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,398.0,118.0,169.04166666666666,176.82738095238096,115.5,clear,summer,133.0
2011-08-20 09:00:00,24.9,65.0,0.0,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,218.0,208.0,158.0,176.91666666666666,182.25,clear,summer,190.0
2011-08-20 10:00:00,25.8,62.0,7.0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,165.0,260.0,156.83333333333334,176.8095238095238,252.25,clear,summer,306.0
2011-08-20 11:00:00,25.8,58.0,0.0,1,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,165.0,314.0,162.70833333333334,177.08333333333334,299.0,clear,summer,338.0
2011-08-20 12:00:00,26.8,58.0,9.0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,222.0,421.0,169.91666666666666,177.22619047619048,344.75,clear,summer,409.0
2011-08-20 13:00:00,27.7,55.0,9.0,1,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,232.0,153.0,177.70833333333334,177.1547619047619,286.75,clear,summer,378.0
2011-08-20 14:00:00,29.6,49.0,13.0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,220.0,259.0,183.79166666666666,178.49404761904762,295.0,clear,summer,375.0
2011-08-20 15:00:00,29.6,43.0,13.0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,222.0,358.0,190.25,179.1845238095238,309.25,clear,summer,390.0
2011-08-20 16:00:00,29.6,46.0,13.0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,327.0,281.0,197.25,179.375,286.75,clear,summer,373.0
2011-08-20 17:00:00,29.6,49.0,13.0,1,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,527.0,269.0,199.16666666666666,179.92261904761904,229.25,clear,summer,383.0
2011-08-20 18:00:00,27.7,58.0,17.0,1,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,425.0,292.0,193.16666666666666,180.60119047619048,249.5,clear,summer,394.0
2011-08-20 19:00:00,26.8,62.0,13.0,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,165.0,237.0,191.875,181.20833333333334,220.25,clear,summer,291.0
2011-08-20 20:00:00,26.8,62.0,15.0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,58.0,183.0,197.125,181.5297619047619,167.75,clear,summer,248.0
2011-08-20 21:00:00,25.8,70.0,15.0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,107.0,167.0,205.04166666666666,181.91666666666666,160.0,clear,summer,225.0
2011-08-20 22:00:00,24.9,74.0,13.0,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,122.0,154.0,209.95833333333334,182.26190476190476,152.0,clouds,summer,223.0
2011-08-20 23:00:00,24.9,74.0,9.0,1,0,0,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,106.0,120.0,214.16666666666666,182.67261904761904,127.25,clear,summer,157.0
2011-08-21 00:00:00,24.9,74.0,13.0,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,128.0,90.0,216.29166666666666,182.89285714285714,100.5,clear,summer,74.0
2011-08-21 01:00:00,24.0,79.0,15.0,1,0,0,0,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,47.0,73.0,214.04166666666666,182.79761904761904,80.25,clear,summer,86.0
2011-08-21 02:00:00,24.0,79.0,13.0,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,69.0,62.0,215.66666666666666,182.875,63.75,clear,summer,64.0
2011-08-21 03:00:00,23.0,83.0,15.0,1,0,0,0,0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,51.0,27.0,215.45833333333334,182.88690476190476,36.5,clear,summer,51.0
2011-08-21 04:00:00,24.0,83.0,15.0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,7.0,3.0,215.45833333333334,183.0297619047619,7.0,clear,summer,6.0
2011-08-21 05:00:00,23.0,89.0,20.0,1,0,0,0,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,8.0,10.0,215.41666666666666,183.04761904761904,7.75,clear,summer,8.0
2011-08-21 06:00:00,23.0,89.0,19.0,1,0,0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,24.0,6.0,215.41666666666666,183.03571428571428,13.5,clear,summer,14.0
2011-08-21 07:00:00,24.0,83.0,20.0,1,0,0,1,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,44.0,24.0,215.0,183.08333333333334,35.75,clear,summer,31.0
2011-08-21 08:00:00,24.9,79.0,15.0,1,0,0,1,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,133.0,41.0,214.45833333333334,183.125,94.0,clear,summer,92.0
2011-08-21 09:00:00,25.8,74.0,15.0,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,190.0,103.0,212.75,183.42857142857142,156.0,clear,summer,231.0
2011-08-21 10:00:00,26.8,74.0,17.0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,306.0,183.0,214.45833333333334,184.1904761904762,232.25,clear,summer,274.0
2011-08-21 11:00:00,29.6,63.0,19.0,1,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,338.0,198.0,213.125,184.73214285714286,246.25,clear,summer,313.0
2011-08-21 12:00:00,30.5,59.0,19.0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,409.0,281.0,212.08333333333334,185.41666666666666,308.75,clear,summer,374.0
2011-08-21 13:00:00,29.6,59.0,28.0,1,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,378.0,377.0,210.625,185.9702380952381,311.75,clear,summer,310.0
2011-08-21 14:00:00,24.9,79.0,26.0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,375.0,370.0,207.79166666666666,185.57142857142858,325.25,light_rain,summer,235.0
2011-08-21 15:00:00,24.9,84.0,19.0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,390.0,331.0,201.95833333333334,184.76785714285714,297.0,clear,summer,68.0
2011-08-21 16:00:00,25.8,79.0,11.0,1,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,373.0,292.0,188.54166666666666,183.20238095238096,260.0,clear,summer,258.0
2011-08-21 17:00:00,25.8,79.0,9.0,1,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,383.0,329.0,183.75,183.0,273.0,clear,summer,270.0
2011-08-21 18:00:00,25.8,79.0,17.0,1,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,394.0,347.0,179.04166666666666,182.64880952380952,280.75,clear,summer,311.0
2011-08-21 19:00:00,25.8,70.0,17.0,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,291.0,259.0,175.58333333333334,182.4345238095238,250.25,clear,summer,282.0
2011-08-21 20:00:00,24.9,79.0,17.0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,248.0,193.0,175.20833333333334,182.57142857142858,211.5,clear,summer,181.0
2011-08-21 21:00:00,24.9,79.0,17.0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,225.0,155.0,172.41666666666666,182.5,152.0,clear,summer,138.0
2011-08-21 22:00:00,24.9,79.0,13.0,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,223.0,39.0,168.79166666666666,182.39880952380952,84.0,clouds,summer,134.0
2011-08-21 23:00:00,24.9,74.0,11.0,1,0,0,0,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,157.0,27.0,165.08333333333334,182.96428571428572,50.5,clear,summer,68.0
2011-08-22 00:00:00,24.0,79.0,11.0,0,0,1,0,0,0.0,1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,74.0,25.0,161.375,183.20833333333334,29.5,clear,summer,40.0
2011-08-22 01:00:00,24.0,79.0,6.0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.4999999999999998,-0.8660254037844388,86.0,10.0,159.95833333333334,183.29761904761904,12.75,clear,summer,21.0
2011-08-22 02:00:00,24.9,65.0,7.0,0,0,1,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.4999999999999998,-0.8660254037844388,64.0,3.0,157.25,183.36309523809524,6.75,clouds,summer,8.0
2011-08-22 03:00:00,24.9,65.0,9.0,0,0,1,0,0,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.4999999999999998,-0.8660254037844388,51.0,7.0,154.91666666666666,183.39285714285714,4.0,light_rain,summer,5.0
2011-08-22 04:00:00,24.0,65.0,13.0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999998,-0.8660254037844388,6.0,5.0,153.0,183.38095238095238,6.25,clear,summer,12.0
2011-08-22 05:00:00,23.0,65.0,24.0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.4999999999999998,-0.8660254037844388,8.0,17.0,153.25,183.42261904761904,20.5,clear,summer,24.0
2011-08-22 06:00:00,23.0,61.0,20.0,0,0,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,-0.4999999999999998,-0.8660254037844388,14.0,90.0,153.91666666666666,183.46428571428572,98.0,clear,summer,112.0
2011-08-22 07:00:00,23.0,61.0,22.0,0,0,1,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999998,-0.8660254037844388,31.0,258.0,158.0,183.5952380952381,271.0,clear,summer,281.0
2011-08-22 08:00:00,23.0,61.0,22.0,0,0,1,1,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,-0.4999999999999998,-0.8660254037844388,92.0,355.0,168.41666666666666,183.73214285714286,368.25,clear,summer,351.0
2011-08-22 09:00:00,24.0,54.0,17.0,0,0,1,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.4999999999999998,-0.8660254037844388,231.0,222.0,179.20833333333334,183.70833333333334,176.5,clear,summer,187.0
2011-08-22 10:00:00,24.9,48.0,19.0,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999998,-0.8660254037844388,274.0,141.0,177.375,183.5,111.5,clear,summer,121.0
2011-08-22 11:00:00,25.8,34.0,22.0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.4999999999999998,-0.8660254037844388,313.0,153.0,171.0,183.38095238095238,139.5,clear,summer,131.0
2011-08-22 12:00:00,26.8,35.0,26.0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,374.0,178.0,163.41666666666666,183.25,148.75,clear,summer,207.0
2011-08-22 13:00:00,26.8,30.0,31.0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.4999999999999998,-0.8660254037844388,310.0,193.0,156.45833333333334,183.42261904761904,143.0,clear,summer,205.0
2011-08-22 14:00:00,26.8,30.0,26.0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,-0.4999999999999998,-0.8660254037844388,235.0,151.0,152.08333333333334,183.49404761904762,128.5,clear,summer,225.0
2011-08-22 15:00:00,26.8,30.0,20.0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.4999999999999998,-0.8660254037844388,68.0,182.0,151.66666666666666,183.9345238095238,137.25,clear,summer,199.0
2011-08-22 16:00:00,26.8,30.0,26.0,0,0,1,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.4999999999999998,-0.8660254037844388,258.0,283.0,157.125,184.03571428571428,248.5,clear,summer,320.0
2011-08-22 17:00:00,26.8,27.0,22.0,0,0,1,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.4999999999999998,-0.8660254037844388,270.0,530.0,159.70833333333334,184.25595238095238,514.0,clear,summer,591.0
2011-08-22 18:00:00,25.8,28.0,20.0,0,0,1,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.4999999999999998,-0.8660254037844388,311.0,483.0,173.08333333333334,184.61904761904762,522.0,clear,summer,609.0
2011-08-22 19:00:00,24.9,30.0,19.0,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.4999999999999998,-0.8660254037844388,282.0,397.0,185.5,185.36904761904762,403.0,clear,summer,416.0
2011-08-22 20:00:00,23.0,34.0,13.0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999998,-0.8660254037844388,181.0,285.0,191.08333333333334,185.48214285714286,294.5,clear,summer,268.0
2011-08-22 21:00:00,22.1,38.0,13.0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.4999999999999998,-0.8660254037844388,138.0,184.0,194.70833333333334,185.38095238095238,196.0,clear,summer,208.0
2011-08-22 22:00:00,22.1,38.0,20.0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.4999999999999998,-0.8660254037844388,134.0,98.0,197.625,185.52380952380952,126.75,clear,summer,153.0
2011-08-22 23:00:00,21.1,41.0,17.0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.4999999999999998,-0.8660254037844388,68.0,88.0,198.41666666666666,185.85119047619048,85.75,clear,summer,64.0
