hour,direct_count,registered_count,total_count,date,hour_of_day,day_of_week,month,is_weekend,conditions,temperature_c,humidity,windspeed_kmh,is_holiday,is_workday
2011-06-08 00:00:00,12,29,41,2011-06-08,0,2,6,0,clear,23.0,89.0,9.0,0,1
2011-06-08 01:00:00,3,20,23,2011-06-08,1,2,6,0,clear,23.0,78.0,0.0,0,1
2011-06-08 02:00:00,0,7,7,2011-06-08,2,2,6,0,clear,22.1,89.0,6.0,0,1
2011-06-08 03:00:00,2,1,3,2011-06-08,3,2,6,0,clear,22.1,89.0,6.0,0,1
2011-06-08 04:00:00,0,6,6,2011-06-08,4,2,6,0,clear,21.1,83.0,0.0,0,1
2011-06-08 05:00:00,0,21,21,2011-06-08,5,2,6,0,clear,21.1,88.0,0.0,0,1
2011-06-08 06:00:00,13,103,116,2011-06-08,6,2,6,0,clear,22.1,89.0,9.0,0,1
2011-06-08 07:00:00,24,329,353,2011-06-08,7,2,6,0,clear,23.0,74.0,7.0,0,1
2011-06-08 08:00:00,46,435,481,2011-06-08,8,2,6,0,clear,27.7,58.0,11.0,0,1
2011-06-08 09:00:00,34,168,202,2011-06-08,9,2,6,0,clear,27.7,58.0,11.0,0,1
2011-06-08 10:00:00,27,63,90,2011-06-08,10,2,6,0,clear,30.5,43.0,15.0,0,1
2011-06-08 11:00:00,28,106,134,2011-06-08,11,2,6,0,clear,31.5,41.0,13.0,0,1
2011-06-08 12:00:00,15,134,149,2011-06-08,12,2,6,0,clear,33.4,42.0,9.0,0,1
2011-06-08 13:00:00,20,116,136,2011-06-08,13,2,6,0,clear,34.3,42.0,0.0,0,1
2011-06-08 14:00:00,44,111,155,2011-06-08,14,2,6,0,clear,35.2,40.0,17.0,0,1
2011-06-08 15:00:00,28,100,128,2011-06-08,15,2,6,0,clear,35.2,40.0,11.0,0,1
2011-06-08 16:00:00,34,199,233,2011-06-08,16,2,6,0,clear,35.2,40.0,15.0,0,1
2011-06-08 17:00:00,80,426,506,2011-06-08,17,2,6,0,clear,35.2,35.0,15.0,0,1
2011-06-08 18:00:00,61,398,459,2011-06-08,18,2,6,0,clear,34.3,37.0,15.0,0,1
2011-06-08 19:00:00,61,323,384,2011-06-08,19,2,6,0,clear,30.5,59.0,9.0,0,1
2011-06-08 20:00:00,55,225,280,2011-06-08,20,2,6,0,clear,29.6,63.0,9.0,0,1
2011-06-08 21:00:00,34,168,202,2011-06-08,21,2,6,0,clear,29.6,66.0,9.0,0,1
2011-06-08 22:00:00,37,139,176,2011-06-08,22,2,6,0,clear,27.7,75.0,11.0,0,1
2011-06-08 23:00:00,18,98,116,2011-06-08,23,2,6,0,clear,27.7,75.0,13.0,0,1
2011-06-09 00:00:00,7,40,47,2011-06-09,0,3,6,0,clouds,26.8,79.0,9.0,0,1
2011-06-09 01:00:00,3,13,16,2011-06-09,1,3,6,0,clear,26.8,79.0,7.0,0,1
2011-06-09 02:00:00,0,6,6,2011-06-09,2,3,6,0,clouds,25.8,84.0,11.0,0,1
2011-06-09 03:00:00,0,2,2,2011-06-09,3,3,6,0,clouds,25.8,84.0,7.0,0,1
2011-06-09 04:00:00,2,4,6,2011-06-09,4,3,6,0,clouds,25.8,79.0,6.0,0,1
2011-06-09 05:00:00,1,19,20,2011-06-09,5,3,6,0,clouds,24.9,84.0,0.0,0,1
2011-06-09 06:00:00,13,105,118,2011-06-09,6,3,6,0,clouds,25.8,84.0,6.0,0,1
2011-06-09 07:00:00,31,283,314,2011-06-09,7,3,6,0,clouds,25.8,79.0,9.0,0,1
2011-06-09 08:00:00,32,400,432,2011-06-09,8,3,6,0,clouds,27.7,70.0,7.0,0,1
2011-06-09 09:00:00,20,148,168,2011-06-09,9,3,6,0,clear,31.5,49.0,0.0,0,1
2011-06-09 10:00:00,20,74,94,2011-06-09,10,3,6,0,clear,32.4,50.0,19.0,0,1
2011-06-09 11:00:00,36,82,118,2011-06-09,11,3,6,0,clear,34.3,42.0,15.0,0,1
2011-06-09 12:00:00,40,100,140,2011-06-09,12,3,6,0,clear,35.2,35.0,13.0,0,1
2011-06-09 13:00:00,18,118,136,2011-06-09,13,3,6,0,clear,34.3,37.0,6.0,0,1
2011-06-09 14:00:00,25,93,118,2011-06-09,14,3,6,0,clear,35.2,40.0,13.0,0,1
2011-06-09 15:00:00,18,86,104,2011-06-09,15,3,6,0,clear,36.2,31.0,11.0,0,1
2011-06-09 16:00:00,30,170,200,2011-06-09,16,3,6,0,clear,35.2,33.0,9.0,0,1
2011-06-09 17:00:00,54,355,409,2011-06-09,17,3,6,0,clear,34.3,37.0,17.0,0,1
2011-06-09 18:00:00,52,414,466,2011-06-09,18,3,6,0,clear,33.4,39.0,19.0,0,1
2011-06-09 19:00:00,55,271,326,2011-06-09,19,3,6,0,clouds,31.5,39.0,22.0,0,1
2011-06-09 20:00:00,40,214,254,2011-06-09,20,3,6,0,clouds,29.6,43.0,13.0,0,1
2011-06-09 21:00:00,29,142,171,2011-06-09,21,3,6,0,light_rain,27.7,52.0,0.0,0,1
2011-06-09 22:00:00,22,131,153,2011-06-09,22,3,6,0,clouds,26.8,58.0,11.0,0,1
2011-06-09 23:00:00,15,82,97,2011-06-09,23,3,6,0,clouds,26.8,57.0,11.0,0,1
2011-06-10 00:00:00,8,61,69,2011-06-10,0,4,6,0,light_rain,24.9,65.0,15.0,0,1
2011-06-10 01:00:00,5,18,23,2011-06-10,1,4,6,0,light_rain,24.9,65.0,15.0,0,1
2011-06-10 02:00:00,6,7,13,2011-06-10,2,4,6,0,clear,24.0,69.0,11.0,0,1
2011-06-10 03:00:00,3,3,6,2011-06-10,3,4,6,0,clear,24.0,69.0,11.0,0,1
2011-06-10 04:00:00,0,4,4,2011-06-10,4,4,6,0,clear,23.0,78.0,11.0,0,1
2011-06-10 05:00:00,0,28,28,2011-06-10,5,4,6,0,clear,23.0,78.0,11.0,0,1
2011-06-10 06:00:00,10,94,104,2011-06-10,6,4,6,0,clear,23.0,78.0,6.0,0,1
2011-06-10 07:00:00,25,242,267,2011-06-10,7,4,6,0,clear,25.8,66.0,7.0,0,1
2011-06-10 08:00:00,29,423,452,2011-06-10,8,4,6,0,clear,26.8,58.0,9.0,0,1
2011-06-10 09:00:00,37,176,213,2011-06-10,9,4,6,0,clear,27.7,55.0,0.0,0,1
2011-06-10 10:00:00,23,88,111,2011-06-10,10,4,6,0,clear,28.7,52.0,0.0,0,1
2011-06-10 11:00:00,46,107,153,2011-06-10,11,4,6,0,clear,30.5,46.0,0.0,0,1
2011-06-10 12:00:00,40,167,207,2011-06-10,12,4,6,0,clear,31.5,44.0,9.0,0,1
2011-06-10 13:00:00,40,149,189,2011-06-10,13,4,6,0,clear,31.5,44.0,7.0,0,1
2011-06-10 14:00:00,44,121,165,2011-06-10,14,4,6,0,clear,32.4,39.0,0.0,0,1
2011-06-10 15:00:00,49,163,212,2011-06-10,15,4,6,0,clear,31.5,44.0,7.0,0,1
2011-06-10 16:00:00,46,239,285,2011-06-10,16,4,6,0,clear,30.5,56.0,20.0,0,1
2011-06-10 17:00:00,63,454,517,2011-06-10,17,4,6,0,clear,30.5,52.0,15.0,0,1
2011-06-10 18:00:00,96,367,463,2011-06-10,18,4,6,0,clear,29.6,59.0,15.0,0,1
2011-06-10 19:00:00,61,245,306,2011-06-10,19,4,6,0,clear,28.7,59.0,13.0,0,1
2011-06-10 20:00:00,53,197,250,2011-06-10,20,4,6,0,clear,27.7,62.0,7.0,0,1
2011-06-10 21:00:00,55,163,218,2011-06-10,21,4,6,0,clear,27.7,66.0,9.0,0,1
2011-06-10 22:00:00,40,145,185,2011-06-10,22,4,6,0,clear,25.8,74.0,17.0,0,1
2011-06-10 23:00:00,36,110,146,2011-06-10,23,4,6,0,clear,25.8,74.0,11.0,0,1
2011-06-11 00:00:00,28,89,117,2011-06-11,0,5,6,1,clear,24.9,79.0,9.0,0,0
2011-06-11 01:00:00,10,67,77,2011-06-11,1,5,6,1,clear,24.9,79.0,6.0,0,0
2011-06-11 02:00:00,10,50,60,2011-06-11,2,5,6,1,clear,24.9,79.0,7.0,0,0
2011-06-11 03:00:00,10,18,28,2011-06-11,3,5,6,1,clear,24.0,83.0,6.0,0,0
2011-06-11 04:00:00,4,9,13,2011-06-11,4,5,6,1,clear,24.0,79.0,6.0,0,0
2011-06-11 05:00:00,4,12,16,2011-06-11,5,5,6,1,clear,24.0,74.0,9.0,0,0
2011-06-11 06:00:00,9,31,40,2011-06-11,6,5,6,1,clear,24.9,61.0,9.0,0,0
2011-06-11 07:00:00,18,50,68,2011-06-11,7,5,6,1,clear,25.8,58.0,13.0,0,0
2011-06-11 08:00:00,32,111,143,2011-06-11,8,5,6,1,clear,26.8,58.0,13.0,0,0
2011-06-11 09:00:00,59,171,230,2011-06-11,9,5,6,1,clear,26.8,62.0,9.0,0,0
2011-06-11 10:00:00,91,173,264,2011-06-11,10,5,6,1,clear,26.8,58.0,11.0,0,0
2011-06-11 11:00:00,110,215,325,2011-06-11,11,5,6,1,clear,27.7,62.0,9.0,0,0
2011-06-11 12:00:00,112,235,347,2011-06-11,12,5,6,1,clear,29.6,55.0,15.0,0,0
2011-06-11 13:00:00,150,237,387,2011-06-11,13,5,6,1,clear,29.6,55.0,13.0,0,0
2011-06-11 14:00:00,148,232,380,2011-06-11,14,5,6,1,clear,30.5,49.0,7.0,0,0
2011-06-11 15:00:00,142,232,374,2011-06-11,15,5,6,1,clear,30.5,49.0,7.0,0,0
2011-06-11 16:00:00,169,225,394,2011-06-11,16,5,6,1,clouds,29.6,46.0,13.0,0,0
2011-06-11 17:00:00,147,190,337,2011-06-11,17,5,6,1,clouds,26.8,58.0,11.0,0,0
2011-06-11 18:00:00,131,155,286,2011-06-11,18,5,6,1,clouds,25.8,62.0,9.0,0,0
2011-06-11 19:00:00,97,167,264,2011-06-11,19,5,6,1,clear,24.9,65.0,13.0,0,0
2011-06-11 20:00:00,95,180,275,2011-06-11,20,5,6,1,clear,24.0,74.0,17.0,0,0
2011-06-11 21:00:00,76,144,220,2011-06-11,21,5,6,1,clear,23.0,74.0,15.0,0,0
2011-06-11 22:00:00,53,137,190,2011-06-11,22,5,6,1,clear,23.0,78.0,15.0,0,0
2011-06-11 23:00:00,24,107,131,2011-06-11,23,5,6,1,clear,23.0,74.0,7.0,0,0
2011-06-12 00:00:00,19,100,119,2011-06-12,0,6,6,1,clear,23.0,78.0,15.0,0,0
2011-06-12 01:00:00,19,74,93,2011-06-12,1,6,6,1,clear,22.1,83.0,7.0,0,0
2011-06-12 02:00:00,9,57,66,2011-06-12,2,6,6,1,clear,22.1,89.0,17.0,0,0
2011-06-12 03:00:00,8,20,28,2011-06-12,3,6,6,1,clear,22.1,89.0,19.0,0,0
2011-06-12 04:00:00,8,6,14,2011-06-12,4,6,6,1,clear,21.1,88.0,11.0,0,0
2011-06-12 05:00:00,5,5,10,2011-06-12,5,6,6,1,clear,21.1,88.0,15.0,0,0
2011-06-12 06:00:00,5,9,14,2011-06-12,6,6,6,1,clear,21.1,88.0,7.0,0,0
2011-06-12 07:00:00,7,27,34,2011-06-12,7,6,6,1,clear,22.1,78.0,7.0,0,0
2011-06-12 08:00:00,28,64,92,2011-06-12,8,6,6,1,clear,24.9,74.0,0.0,0,0
2011-06-12 09:00:00,75,107,182,2011-06-12,9,6,6,1,clear,25.8,66.0,0.0,0,0
2011-06-12 10:00:00,120,191,311,2011-06-12,10,6,6,1,clear,27.7,58.0,6.0,0,0
2011-06-12 11:00:00,131,236,367,2011-06-12,11,6,6,1,clear,28.7,55.0,7.0,0,0
2011-06-12 12:00:00,176,244,420,2011-06-12,12,6,6,1,clear,30.5,46.0,0.0,0,0
2011-06-12 13:00:00,109,264,373,2011-06-12,13,6,6,1,clear,28.7,59.0,19.0,0,0
2011-06-12 14:00:00,96,219,315,2011-06-12,14,6,6,1,clear,30.5,56.0,17.0,0,0
2011-06-12 15:00:00,142,218,360,2011-06-12,15,6,6,1,clear,29.6,59.0,20.0,0,0
2011-06-12 16:00:00,115,235,350,2011-06-12,16,6,6,1,light_rain,24.0,83.0,19.0,0,0
2011-06-12 17:00:00,94,158,252,2011-06-12,17,6,6,1,light_rain,24.0,83.0,19.0,0,0
2011-06-12 18:00:00,69,187,256,2011-06-12,18,6,6,1,clear,24.9,74.0,11.0,0,0
2011-06-12 19:00:00,67,156,223,2011-06-12,19,6,6,1,clear,24.9,74.0,7.0,0,0
2011-06-12 20:00:00,62,144,206,2011-06-12,20,6,6,1,clear,23.0,83.0,11.0,0,0
2011-06-12 21:00:00,39,101,140,2011-06-12,21,6,6,1,clear,23.0,83.0,7.0,0,0
2011-06-12 22:00:00,31,97,128,2011-06-12,22,6,6,1,clear,22.1,83.0,9.0,0,0
2011-06-12 23:00:00,33,74,107,2011-06-12,23,6,6,1,clear,22.1,78.0,13.0,0,0
2011-06-13 00:00:00,8,20,28,2011-06-13,0,0,6,0,clear,22.1,78.0,9.0,0,1
2011-06-13 01:00:00,6,10,16,2011-06-13,1,0,6,0,clear,22.1,73.0,15.0,0,1
2011-06-13 02:00:00,2,8,10,2011-06-13,2,0,6,0,clear,21.1,73.0,19.0,0,1
2011-06-13 03:00:00,1,6,7,2011-06-13,3,0,6,0,clear,20.2,60.0,33.0,0,1
2011-06-13 04:00:00,1,3,4,2011-06-13,4,0,6,0,clear,18.3,64.0,20.0,0,1
2011-06-13 05:00:00,2,27,29,2011-06-13,5,0,6,0,clear,17.4,64.0,26.0,0,1
2011-06-13 06:00:00,7,98,105,2011-06-13,6,0,6,0,clear,17.4,64.0,28.0,0,1
2011-06-13 07:00:00,26,302,328,2011-06-13,7,0,6,0,clear,18.3,56.0,24.0,0,1
2011-06-13 08:00:00,44,432,476,2011-06-13,8,0,6,0,clear,19.3,49.0,30.0,0,1
2011-06-13 09:00:00,35,189,224,2011-06-13,9,0,6,0,clear,21.1,46.0,24.0,0,1
2011-06-13 10:00:00,38,80,118,2011-06-13,10,0,6,0,clear,22.1,41.0,22.0,0,1
2011-06-13 11:00:00,53,106,159,2011-06-13,11,0,6,0,clear,23.0,41.0,20.0,0,1
2011-06-13 12:00:00,35,161,196,2011-06-13,12,0,6,0,clear,23.0,41.0,19.0,0,1
2011-06-13 13:00:00,53,174,227,2011-06-13,13,0,6,0,clear,24.9,37.0,0.0,0,1
2011-06-13 14:00:00,55,145,200,2011-06-13,14,0,6,0,clear,24.9,34.0,17.0,0,1
2011-06-13 15:00:00,58,127,185,2011-06-13,15,0,6,0,clear,24.9,37.0,30.0,0,1
2011-06-13 16:00:00,64,262,326,2011-06-13,16,0,6,0,clear,24.9,37.0,28.0,0,1
2011-06-13 17:00:00,72,529,601,2011-06-13,17,0,6,0,clear,24.9,39.0,22.0,0,1
2011-06-13 18:00:00,76,510,586,2011-06-13,18,0,6,0,clear,24.9,37.0,24.0,0,1
2011-06-13 19:00:00,75,348,423,2011-06-13,19,0,6,0,clear,23.0,39.0,19.0,0,1
2011-06-13 20:00:00,78,253,331,2011-06-13,20,0,6,0,clear,22.1,44.0,17.0,0,1
2011-06-13 21:00:00,40,178,218,2011-06-13,21,0,6,0,clear,22.1,41.0,17.0,0,1
2011-06-13 22:00:00,20,114,134,2011-06-13,22,0,6,0,clear,21.1,46.0,15.0,0,1
2011-06-13 23:00:00,14,75,89,2011-06-13,23,0,6,0,clear,21.1,46.0,13.0,0,1
2011-06-14 00:00:00,13,18,31,2011-06-14,0,1,6,0,clear,20.2,49.0,13.0,0,1
2011-06-14 01:00:00,3,10,13,2011-06-14,1,1,6,0,clear,20.2,49.0,17.0,0,1
2011-06-14 02:00:00,2,8,10,2011-06-14,2,1,6,0,clear,20.2,49.0,19.0,0,1
2011-06-14 03:00:00,1,1,2,2011-06-14,3,1,6,0,clear,19.3,53.0,22.0,0,1
2011-06-14 04:00:00,0,3,3,2011-06-14,4,1,6,0,clear,17.4,60.0,17.0,0,1
2011-06-14 05:00:00,3,23,26,2011-06-14,5,1,6,0,clear,17.4,56.0,22.0,0,1
2011-06-14 06:00:00,6,107,113,2011-06-14,6,1,6,0,clear,17.4,56.0,20.0,0,1
2011-06-14 07:00:00,19,346,365,2011-06-14,7,1,6,0,clear,18.3,52.0,28.0,0,1
2011-06-14 08:00:00,45,441,486,2011-06-14,8,1,6,0,clear,19.3,49.0,26.0,0,1
2011-06-14 09:00:00,19,174,193,2011-06-14,9,1,6,0,clear,21.1,46.0,13.0,0,1
2011-06-14 10:00:00,33,97,130,2011-06-14,10,1,6,0,clear,21.1,46.0,15.0,0,1
2011-06-14 11:00:00,40,103,143,2011-06-14,11,1,6,0,clear,22.1,41.0,19.0,0,1
2011-06-14 12:00:00,30,139,169,2011-06-14,12,1,6,0,clear,22.1,41.0,24.0,0,1
2011-06-14 13:00:00,33,176,209,2011-06-14,13,1,6,0,clear,22.1,44.0,15.0,0,1
2011-06-14 14:00:00,41,118,159,2011-06-14,14,1,6,0,clouds,22.1,47.0,13.0,0,1
2011-06-14 15:00:00,42,136,178,2011-06-14,15,1,6,0,clear,22.1,47.0,11.0,0,1
2011-06-14 16:00:00,51,279,330,2011-06-14,16,1,6,0,clear,24.0,41.0,13.0,0,1
2011-06-14 17:00:00,85,484,569,2011-06-14,17,1,6,0,light_rain,22.1,50.0,19.0,0,1
2011-06-14 18:00:00,65,473,538,2011-06-14,18,1,6,0,clear,21.1,51.0,22.0,0,1
2011-06-14 19:00:00,51,335,386,2011-06-14,19,1,6,0,clear,22.1,50.0,24.0,0,1
2011-06-14 20:00:00,60,237,297,2011-06-14,20,1,6,0,clear,20.2,56.0,11.0,0,1
2011-06-14 21:00:00,37,206,243,2011-06-14,21,1,6,0,clear,20.2,56.0,20.0,0,1
2011-06-14 22:00:00,29,159,188,2011-06-14,22,1,6,0,clear,19.3,60.0,15.0,0,1
2011-06-14 23:00:00,19,91,110,2011-06-14,23,1,6,0,clear,18.3,68.0,15.0,0,1
2011-06-15 00:00:00,8,44,52,2011-06-15,0,2,6,0,clear,18.3,64.0,24.0,0,1
2011-06-15 01:00:00,0,14,14,2011-06-15,1,2,6,0,clear,17.4,64.0,19.0,0,1
2011-06-15 02:00:00,0,9,9,2011-06-15,2,2,6,0,clear,16.4,63.0,15.0,0,1
2011-06-15 03:00:00,0,1,1,2011-06-15,3,2,6,0,clear,15.5,68.0,17.0,0,1
2011-06-15 04:00:00,0,4,4,2011-06-15,4,2,6,0,clear,15.5,63.0,19.0,0,1
2011-06-15 05:00:00,1,20,21,2011-06-15,5,2,6,0,clear,14.6,67.0,19.0,0,1
2011-06-15 06:00:00,11,110,121,2011-06-15,6,2,6,0,clear,15.5,63.0,17.0,0,1
2011-06-15 07:00:00,22,348,370,2011-06-15,7,2,6,0,clear,17.4,60.0,9.0,0,1
2011-06-15 08:00:00,53,445,498,2011-06-15,8,2,6,0,clear,19.3,53.0,9.0,0,1
2011-06-15 09:00:00,22,185,207,2011-06-15,9,2,6,0,clear,20.2,49.0,0.0,0,1
2011-06-15 10:00:00,27,108,135,2011-06-15,10,2,6,0,clear,22.1,47.0,11.0,0,1
2011-06-15 11:00:00,49,115,164,2011-06-15,11,2,6,0,clear,24.0,36.0,0.0,0,1
2011-06-15 12:00:00,33,178,211,2011-06-15,12,2,6,0,clear,24.9,34.0,15.0,0,1
2011-06-15 13:00:00,43,146,189,2011-06-15,13,2,6,0,clear,26.8,28.0,19.0,0,1
2011-06-15 14:00:00,50,128,178,2011-06-15,14,2,6,0,clear,26.8,28.0,0.0,0,1
2011-06-15 15:00:00,33,131,164,2011-06-15,15,2,6,0,clear,27.7,27.0,0.0,0,1
2011-06-15 16:00:00,47,265,312,2011-06-15,16,2,6,0,clear,27.7,27.0,9.0,0,1
2011-06-15 17:00:00,83,555,638,2011-06-15,17,2,6,0,clear,26.8,28.0,7.0,0,1
2011-06-15 18:00:00,80,527,607,2011-06-15,18,2,6,0,clear,25.8,32.0,9.0,0,1
2011-06-15 19:00:00,54,362,416,2011-06-15,19,2,6,0,clear,24.9,37.0,19.0,0,1
2011-06-15 20:00:00,57,273,330,2011-06-15,20,2,6,0,clear,23.0,44.0,11.0,0,1
2011-06-15 21:00:00,48,209,257,2011-06-15,21,2,6,0,clear,22.1,47.0,15.0,0,1
2011-06-15 22:00:00,31,144,175,2011-06-15,22,2,6,0,clear,21.1,50.0,7.0,0,1
2011-06-15 23:00:00,17,90,107,2011-06-15,23,2,6,0,clear,21.1,53.0,0.0,0,1
2011-06-16 00:00:00,9,38,47,2011-06-16,0,3,6,0,clear,20.2,56.0,7.0,0,1
2011-06-16 01:00:00,4,13,17,2011-06-16,1,3,6,0,clear,19.3,60.0,0.0,0,1
2011-06-16 02:00:00,1,4,5,2011-06-16,2,3,6,0,clear,20.2,56.0,6.0,0,1
2011-06-16 03:00:00,0,4,4,2011-06-16,3,3,6,0,clouds,18.3,73.0,6.0,0,1
2011-06-16 04:00:00,0,6,6,2011-06-16,4,3,6,0,clouds,18.3,68.0,7.0,0,1
2011-06-16 05:00:00,7,18,25,2011-06-16,5,3,6,0,clear,20.2,64.0,13.0,0,1
2011-06-16 06:00:00,8,104,112,2011-06-16,6,3,6,0,light_rain,19.3,73.0,11.0,0,1
2011-06-16 07:00:00,16,172,188,2011-06-16,7,3,6,0,light_rain,18.3,78.0,11.0,0,1
2011-06-16 08:00:00,24,364,388,2011-06-16,8,3,6,0,clouds,20.2,69.0,9.0,0,1
2011-06-16 09:00:00,29,232,261,2011-06-16,9,3,6,0,clouds,21.1,65.0,13.0,0,1
2011-06-16 10:00:00,18,103,121,2011-06-16,10,3,6,0,clouds,23.0,61.0,17.0,0,1
2011-06-16 11:00:00,33,117,150,2011-06-16,11,3,6,0,clouds,24.0,61.0,20.0,0,1
2011-06-16 12:00:00,41,165,206,2011-06-16,12,3,6,0,clear,25.8,54.0,26.0,0,1
2011-06-16 13:00:00,37,114,151,2011-06-16,13,3,6,0,clouds,25.8,54.0,17.0,0,1
2011-06-16 14:00:00,39,114,153,2011-06-16,14,3,6,0,clouds,25.8,54.0,22.0,0,1
2011-06-16 15:00:00,32,127,159,2011-06-16,15,3,6,0,clouds,24.9,61.0,20.0,0,1
2011-06-16 16:00:00,36,258,294,2011-06-16,16,3,6,0,light_rain,23.0,69.0,13.0,0,1
2011-06-16 17:00:00,42,230,272,2011-06-16,17,3,6,0,clouds,22.1,78.0,7.0,0,1
2011-06-16 18:00:00,26,299,325,2011-06-16,18,3,6,0,clear,22.1,83.0,15.0,0,1
2011-06-16 19:00:00,58,269,327,2011-06-16,19,3,6,0,clear,21.1,83.0,19.0,0,1
2011-06-16 20:00:00,25,176,201,2011-06-16,20,3,6,0,clear,21.1,83.0,22.0,0,1
2011-06-16 21:00:00,34,154,188,2011-06-16,21,3,6,0,light_rain,21.1,83.0,17.0,0,1
2011-06-16 22:00:00,24,127,151,2011-06-16,22,3,6,0,light_rain,21.1,83.0,17.0,0,1
2011-06-16 23:00:00,2,14,16,2011-06-16,23,3,6,0,light_rain,20.2,83.0,17.0,0,1
2011-06-17 00:00:00,3,21,24,2011-06-17,0,4,6,0,clear,18.3,88.0,6.0,0,1
2011-06-17 01:00:00,4,19,23,2011-06-17,1,4,6,0,clear,18.3,94.0,9.0,0,1
2011-06-17 02:00:00,2,11,13,2011-06-17,2,4,6,0,clear,18.3,94.0,7.0,0,1
2011-06-17 03:00:00,1,5,6,2011-06-17,3,4,6,0,clear,18.3,94.0,7.0,0,1
2011-06-17 04:00:00,1,5,6,2011-06-17,4,4,6,0,clear,17.4,94.0,9.0,0,1
2011-06-17 05:00:00,1,12,13,2011-06-17,5,4,6,0,clear,17.4,100.0,0.0,0,1
2011-06-17 06:00:00,8,89,97,2011-06-17,6,4,6,0,clear,18.3,94.0,0.0,0,1
2011-06-17 07:00:00,25,225,250,2011-06-17,7,4,6,0,clear,20.2,83.0,0.0,0,1
2011-06-17 08:00:00,28,426,454,2011-06-17,8,4,6,0,clouds,20.2,83.0,0.0,0,1
2011-06-17 09:00:00,28,196,224,2011-06-17,9,4,6,0,clear,24.9,58.0,13.0,0,1
2011-06-17 10:00:00,44,126,170,2011-06-17,10,4,6,0,clear,24.9,58.0,13.0,0,1
2011-06-17 11:00:00,43,138,181,2011-06-17,11,4,6,0,clear,24.0,69.0,17.0,0,1
2011-06-17 12:00:00,49,194,243,2011-06-17,12,4,6,0,clear,24.9,65.0,17.0,0,1
2011-06-17 13:00:00,48,156,204,2011-06-17,13,4,6,0,clear,26.8,62.0,19.0,0,1
2011-06-17 14:00:00,73,142,215,2011-06-17,14,4,6,0,clear,27.7,52.0,13.0,0,1
2011-06-17 15:00:00,62,181,243,2011-06-17,15,4,6,0,clear,28.7,43.0,15.0,0,1
2011-06-17 16:00:00,69,286,355,2011-06-17,16,4,6,0,clear,27.7,45.0,11.0,0,1
2011-06-17 17:00:00,85,467,552,2011-06-17,17,4,6,0,light_rain,27.7,40.0,13.0,0,1
2011-06-17 18:00:00,62,388,450,2011-06-17,18,4,6,0,light_rain,27.7,40.0,13.0,0,1
2011-06-17 19:00:00,53,275,328,2011-06-17,19,4,6,0,light_rain,22.1,83.0,17.0,0,1
2011-06-17 20:00:00,40,192,232,2011-06-17,20,4,6,0,clear,22.1,78.0,7.0,0,1
2011-06-17 21:00:00,49,159,208,2011-06-17,21,4,6,0,clear,22.1,78.0,6.0,0,1
2011-06-17 22:00:00,48,127,175,2011-06-17,22,4,6,0,clear,21.1,88.0,9.0,0,1
2011-06-17 23:00:00,37,141,178,2011-06-17,23,4,6,0,clear,21.1,83.0,9.0,0,1
2011-06-18 00:00:00,21,83,104,2011-06-18,0,5,6,1,clear,21.1,88.0,9.0,0,0
2011-06-18 01:00:00,15,80,95,2011-06-18,1,5,6,1,clear,21.1,83.0,7.0,0,0
2011-06-18 02:00:00,16,37,53,2011-06-18,2,5,6,1,clear,20.2,88.0,0.0,0,0
2011-06-18 03:00:00,4,16,20,2011-06-18,3,5,6,1,clear,20.2,88.0,6.0,0,0
2011-06-18 04:00:00,1,4,5,2011-06-18,4,5,6,1,clear,20.2,88.0,6.0,0,0
2011-06-18 05:00:00,1,6,7,2011-06-18,5,5,6,1,clear,21.1,83.0,0.0,0,0
2011-06-18 06:00:00,9,18,27,2011-06-18,6,5,6,1,clear,21.1,83.0,7.0,0,0
2011-06-18 07:00:00,12,45,57,2011-06-18,7,5,6,1,clear,22.1,78.0,9.0,0,0
2011-06-18 08:00:00,28,103,131,2011-06-18,8,5,6,1,clear,23.0,78.0,6.0,0,0
2011-06-18 09:00:00,62,156,218,2011-06-18,9,5,6,1,clear,24.9,61.0,15.0,0,0
2011-06-18 10:00:00,68,176,244,2011-06-18,10,5,6,1,clear,25.8,62.0,13.0,0,0
2011-06-18 11:00:00,134,270,404,2011-06-18,11,5,6,1,clear,25.8,62.0,9.0,0,0
2011-06-18 12:00:00,162,258,420,2011-06-18,12,5,6,1,clear,26.8,66.0,6.0,0,0
2011-06-18 13:00:00,135,192,327,2011-06-18,13,5,6,1,clear,27.7,55.0,0.0,0,0
2011-06-18 14:00:00,138,196,334,2011-06-18,14,5,6,1,clouds,29.6,46.0,19.0,0,0
2011-06-18 15:00:00,153,214,367,2011-06-18,15,5,6,1,clouds,30.5,46.0,9.0,0,0
2011-06-18 16:00:00,193,275,468,2011-06-18,16,5,6,1,clouds,27.7,52.0,15.0,0,0
2011-06-18 17:00:00,210,239,449,2011-06-18,17,5,6,1,clouds,27.7,48.0,11.0,0,0
2011-06-18 18:00:00,118,263,381,2011-06-18,18,5,6,1,clouds,26.8,55.0,13.0,0,0
2011-06-18 19:00:00,99,227,326,2011-06-18,19,5,6,1,clouds,26.8,51.0,7.0,0,0
2011-06-18 20:00:00,61,127,188,2011-06-18,20,5,6,1,clouds,25.8,58.0,9.0,0,0
