hour,registered_count,direct_count,total_count,missing_rental,date,hour_of_day,day_of_week,month,is_weekend,conditions,temperature_c,perceived_temperature_c,humidity,windspeed_kmh,missing_weather,is_holiday
2011-08-16 03:00:00,5,1,6,0,2011-08-16,3,1,8,0,clear,21.1,23.0,73.0,15.0,0,0
2011-08-16 04:00:00,5,0,5,0,2011-08-16,4,1,8,0,clear,22.1,24.0,69.0,20.0,0,0
2011-08-16 05:00:00,29,1,30,0,2011-08-16,5,1,8,0,clear,21.1,23.0,73.0,19.0,0,0
2011-08-16 06:00:00,115,4,119,0,2011-08-16,6,1,8,0,clear,21.1,23.0,73.0,22.0,0,0
2011-08-16 07:00:00,328,18,346,0,2011-08-16,7,1,8,0,clear,22.1,24.0,69.0,17.0,0,0
2011-08-16 08:00:00,417,24,441,0,2011-08-16,8,1,8,0,clear,24.9,27.0,58.0,30.0,0,0
2011-08-16 09:00:00,171,27,198,0,2011-08-16,9,1,8,0,clear,24.0,26.0,61.0,19.0,0,0
2011-08-16 10:00:00,83,28,111,0,2011-08-16,10,1,8,0,clear,24.9,27.0,58.0,26.0,0,0
2011-08-16 11:00:00,110,40,150,0,2011-08-16,11,1,8,0,clear,26.8,28.0,51.0,15.0,0,0
2011-08-16 12:00:00,120,42,162,0,2011-08-16,12,1,8,0,clear,27.7,29.0,48.0,22.0,0,0
2011-08-16 13:00:00,147,45,192,0,2011-08-16,13,1,8,0,clear,27.7,29.0,48.0,20.0,0,0
2011-08-16 14:00:00,117,65,182,0,2011-08-16,14,1,8,0,clear,27.7,29.0,45.0,28.0,0,0
2011-08-16 15:00:00,123,36,159,0,2011-08-16,15,1,8,0,clear,29.6,31.0,41.0,20.0,0,0
2011-08-16 16:00:00,248,55,303,0,2011-08-16,16,1,8,0,clear,29.6,31.0,41.0,15.0,0,0
2011-08-16 17:00:00,525,75,600,0,2011-08-16,17,1,8,0,clear,27.7,29.0,45.0,22.0,0,0
2011-08-16 18:00:00,516,54,570,0,2011-08-16,18,1,8,0,clear,27.7,29.0,45.0,15.0,0,0
2011-08-16 19:00:00,320,56,376,0,2011-08-16,19,1,8,0,clear,26.8,28.0,48.0,13.0,0,0
2011-08-16 20:00:00,232,48,280,0,2011-08-16,20,1,8,0,clear,26.8,28.0,51.0,0.0,0,0
2011-08-16 21:00:00,177,38,215,0,2011-08-16,21,1,8,0,clear,25.8,28.0,54.0,0.0,0,0
2011-08-16 22:00:00,121,31,152,0,2011-08-16,22,1,8,0,clear,24.9,27.0,61.0,0.0,0,0
2011-08-16 23:00:00,57,20,77,0,2011-08-16,23,1,8,0,clear,23.0,25.0,65.0,9.0,0,0
2011-08-17 00:00:00,16,8,24,0,2011-08-17,0,2,8,0,clear,23.0,25.0,69.0,6.0,0,0
2011-08-17 01:00:00,12,2,14,0,2011-08-17,1,2,8,0,clear,22.1,24.0,73.0,11.0,0,0
2011-08-17 02:00:00,6,0,6,0,2011-08-17,2,2,8,0,clear,23.0,25.0,69.0,0.0,0,0
2011-08-17 03:00:00,4,1,5,0,2011-08-17,3,2,8,0,clear,22.1,23.0,78.0,0.0,0,0
2011-08-17 04:00:00,5,0,5,0,2011-08-17,4,2,8,0,clear,22.1,24.0,73.0,0.0,0,0
2011-08-17 05:00:00,28,0,28,0,2011-08-17,5,2,8,0,clear,22.1,24.0,73.0,0.0,0,0
2011-08-17 06:00:00,101,4,105,0,2011-08-17,6,2,8,0,clear,21.1,23.0,78.0,0.0,0,0
2011-08-17 07:00:00,296,12,308,0,2011-08-17,7,2,8,0,clear,23.0,25.0,65.0,6.0,0,0
2011-08-17 08:00:00,452,35,487,0,2011-08-17,8,2,8,0,clear,24.9,27.0,54.0,11.0,0,0
2011-08-17 09:00:00,178,31,209,0,2011-08-17,9,2,8,0,clear,26.8,28.0,48.0,6.0,0,0
2011-08-17 10:00:00,91,27,118,0,2011-08-17,10,2,8,0,clear,27.7,29.0,43.0,6.0,0,0
2011-08-17 11:00:00,108,20,128,0,2011-08-17,11,2,8,0,clear,28.7,30.0,43.0,7.0,0,0
2011-08-17 12:00:00,163,26,189,0,2011-08-17,12,2,8,0,clear,29.6,32.0,43.0,19.0,0,0
2011-08-17 13:00:00,138,38,176,0,2011-08-17,13,2,8,0,clear,29.6,31.0,41.0,13.0,0,0
2011-08-17 14:00:00,138,54,192,0,2011-08-17,14,2,8,0,clear,30.5,32.0,36.0,11.0,0,0
2011-08-17 15:00:00,117,42,159,0,2011-08-17,15,2,8,0,clear,29.6,32.0,43.0,9.0,0,0
2011-08-17 16:00:00,238,62,300,0,2011-08-17,16,2,8,0,clear,30.5,33.0,43.0,15.0,0,0
2011-08-17 17:00:00,506,46,552,0,2011-08-17,17,2,8,0,clear,29.6,33.0,49.0,15.0,0,0
2011-08-17 18:00:00,470,86,556,0,2011-08-17,18,2,8,0,clear,27.7,30.0,55.0,17.0,0,0
2011-08-17 19:00:00,297,50,347,0,2011-08-17,19,2,8,0,clear,27.7,30.0,55.0,15.0,0,0
2011-08-17 20:00:00,243,37,280,0,2011-08-17,20,2,8,0,clear,26.8,29.0,58.0,17.0,0,0
2011-08-17 21:00:00,192,38,230,0,2011-08-17,21,2,8,0,clear,25.8,29.0,62.0,15.0,0,0
2011-08-17 22:00:00,142,29,171,0,2011-08-17,22,2,8,0,clear,24.9,27.0,65.0,13.0,0,0
2011-08-17 23:00:00,85,20,105,0,2011-08-17,23,2,8,0,clear,24.9,27.0,65.0,19.0,0,0
2011-08-18 00:00:00,38,18,56,0,2011-08-18,0,3,8,0,clear,24.0,26.0,65.0,9.0,0,0
2011-08-18 01:00:00,11,13,24,0,2011-08-18,1,3,8,0,clouds,23.0,25.0,65.0,11.0,0,0
2011-08-18 02:00:00,4,2,6,0,2011-08-18,2,3,8,0,clear,23.0,25.0,65.0,15.0,0,0
2011-08-18 03:00:00,6,0,6,0,2011-08-18,3,3,8,0,clear,23.0,25.0,69.0,19.0,0,0
2011-08-18 04:00:00,9,0,9,0,2011-08-18,4,3,8,0,clear,22.1,24.0,73.0,15.0,0,0
2011-08-18 05:00:00,27,0,27,0,2011-08-18,5,3,8,0,clear,22.1,23.0,78.0,19.0,0,0
2011-08-18 06:00:00,97,6,103,0,2011-08-18,6,3,8,0,clouds,22.1,23.0,78.0,17.0,0,0
2011-08-18 07:00:00,289,19,308,0,2011-08-18,7,3,8,0,clear,22.1,23.0,78.0,20.0,0,0
2011-08-18 08:00:00,393,27,420,0,2011-08-18,8,3,8,0,clear,23.0,25.0,74.0,19.0,0,0
2011-08-18 09:00:00,186,42,228,0,2011-08-18,9,3,8,0,clear,25.8,29.0,66.0,17.0,0,0
2011-08-18 10:00:00,92,37,129,0,2011-08-18,10,3,8,0,clear,26.8,30.0,66.0,17.0,0,0
2011-08-18 11:00:00,97,44,141,0,2011-08-18,11,3,8,0,clear,27.7,31.0,58.0,17.0,0,0
2011-08-18 12:00:00,139,34,173,0,2011-08-18,12,3,8,0,clear,29.6,33.0,52.0,19.0,0,0
2011-08-18 13:00:00,154,33,187,0,2011-08-18,13,3,8,0,clear,29.6,33.0,52.0,24.0,0,0
2011-08-18 14:00:00,115,67,182,0,2011-08-18,14,3,8,0,clear,30.5,34.0,46.0,22.0,0,0
2011-08-18 15:00:00,118,56,174,0,2011-08-18,15,3,8,0,clear,29.6,32.0,46.0,24.0,0,0
2011-08-18 16:00:00,196,49,245,0,2011-08-18,16,3,8,0,clear,29.6,32.0,46.0,24.0,0,0
2011-08-18 17:00:00,365,44,409,0,2011-08-18,17,3,8,0,light_rain,29.6,32.0,46.0,20.0,0,0
2011-08-18 18:00:00,226,48,274,0,2011-08-18,18,3,8,0,light_rain,27.7,30.0,55.0,17.0,0,0
2011-08-18 19:00:00,115,26,141,0,2011-08-18,19,3,8,0,clear,23.0,24.0,83.0,7.0,0,0
2011-08-18 20:00:00,141,24,165,0,2011-08-18,20,3,8,0,clear,23.0,24.0,83.0,7.0,0,0
2011-08-18 21:00:00,137,12,149,0,2011-08-18,21,3,8,0,clouds,24.0,26.0,79.0,0.0,0,0
2011-08-18 22:00:00,117,18,135,0,2011-08-18,22,3,8,0,clouds,24.9,28.0,74.0,7.0,0,0
2011-08-18 23:00:00,94,20,114,0,2011-08-18,23,3,8,0,clouds,24.9,28.0,74.0,9.0,0,0
2011-08-19 00:00:00,53,9,62,0,2011-08-19,0,4,8,0,light_rain,24.0,26.0,69.0,13.0,0,0
2011-08-19 01:00:00,19,1,20,0,2011-08-19,1,4,8,0,light_rain,22.1,22.0,89.0,0.0,0,0
2011-08-19 02:00:00,8,0,8,0,2011-08-19,2,4,8,0,light_rain,22.1,22.0,83.0,0.0,0,0
2011-08-19 03:00:00,1,2,3,0,2011-08-19,3,4,8,0,clear,22.1,23.0,78.0,0.0,0,0
2011-08-19 04:00:00,7,1,8,0,2011-08-19,4,4,8,0,clear,22.1,22.0,83.0,0.0,0,0
2011-08-19 05:00:00,16,1,17,0,2011-08-19,5,4,8,0,clear,22.1,22.0,83.0,0.0,0,0
2011-08-19 06:00:00,91,2,93,0,2011-08-19,6,4,8,0,clear,22.1,22.0,83.0,0.0,0,0
2011-08-19 07:00:00,251,12,263,0,2011-08-19,7,4,8,0,clouds,23.0,24.0,83.0,6.0,0,0
2011-08-19 08:00:00,368,30,398,0,2011-08-19,8,4,8,0,clouds,23.0,24.0,83.0,0.0,0,0
2011-08-19 09:00:00,187,31,218,0,2011-08-19,9,4,8,0,clear,24.9,27.0,65.0,9.0,0,0
2011-08-19 10:00:00,108,57,165,0,2011-08-19,10,4,8,0,clear,25.8,29.0,62.0,6.0,0,0
2011-08-19 11:00:00,120,45,165,0,2011-08-19,11,4,8,0,clouds,25.8,29.0,66.0,6.0,0,0
2011-08-19 12:00:00,168,54,222,0,2011-08-19,12,4,8,0,clouds,26.8,29.0,62.0,6.0,0,0
2011-08-19 13:00:00,169,63,232,0,2011-08-19,13,4,8,0,clouds,27.7,31.0,62.0,13.0,0,0
2011-08-19 14:00:00,142,78,220,0,2011-08-19,14,4,8,0,clear,28.7,32.0,55.0,13.0,0,0
2011-08-19 15:00:00,156,66,222,0,2011-08-19,15,4,8,0,clear,29.6,33.0,49.0,7.0,0,0
2011-08-19 16:00:00,261,66,327,0,2011-08-19,16,4,8,0,clear,29.6,33.0,49.0,0.0,0,0
2011-08-19 17:00:00,442,85,527,0,2011-08-19,17,4,8,0,clear,27.7,31.0,58.0,35.0,0,0
2011-08-19 18:00:00,337,88,425,0,2011-08-19,18,4,8,0,clear,27.7,31.0,58.0,35.0,0,0
2011-08-19 19:00:00,132,33,165,0,2011-08-19,19,4,8,0,light_rain,21.1,23.0,73.0,31.0,0,0
2011-08-19 20:00:00,46,12,58,0,2011-08-19,20,4,8,0,light_rain,21.1,22.0,83.0,20.0,0,0
2011-08-19 21:00:00,89,18,107,0,2011-08-19,21,4,8,0,clear,21.1,22.0,83.0,9.0,0,0
2011-08-19 22:00:00,97,25,122,0,2011-08-19,22,4,8,0,clear,20.2,20.0,88.0,9.0,0,0
2011-08-19 23:00:00,88,18,106,0,2011-08-19,23,4,8,0,clouds,20.2,20.0,88.0,6.0,0,0
2011-08-20 00:00:00,107,21,128,0,2011-08-20,0,5,8,1,clear,20.2,20.0,88.0,0.0,0,0
2011-08-20 01:00:00,35,12,47,0,2011-08-20,1,5,8,1,clear,21.1,22.0,83.0,0.0,0,0
2011-08-20 02:00:00,59,10,69,0,2011-08-20,2,5,8,1,clear,21.1,23.0,78.0,0.0,0,0
2011-08-20 03:00:00,42,9,51,0,2011-08-20,3,5,8,1,clear,21.1,23.0,78.0,0.0,0,0
2011-08-20 04:00:00,6,1,7,0,2011-08-20,4,5,8,1,clouds,20.2,20.0,88.0,0.0,0,0
2011-08-20 05:00:00,8,0,8,0,2011-08-20,5,5,8,1,clear,20.2,21.0,83.0,0.0,0,0
2011-08-20 06:00:00,18,6,24,0,2011-08-20,6,5,8,1,clouds,20.2,21.0,83.0,9.0,0,0
2011-08-20 07:00:00,36,8,44,0,2011-08-20,7,5,8,1,clear,21.1,22.0,83.0,0.0,0,0
2011-08-20 08:00:00,106,27,133,0,2011-08-20,8,5,8,1,clear,23.0,25.0,69.0,0.0,0,0
2011-08-20 09:00:00,139,51,190,0,2011-08-20,9,5,8,1,clear,24.9,27.0,65.0,0.0,0,0
2011-08-20 10:00:00,192,114,306,0,2011-08-20,10,5,8,1,clear,25.8,29.0,62.0,7.0,0,0
2011-08-20 11:00:00,223,115,338,0,2011-08-20,11,5,8,1,clear,25.8,28.0,58.0,0.0,0,0
2011-08-20 12:00:00,253,156,409,0,2011-08-20,12,5,8,1,clear,26.8,29.0,58.0,9.0,0,0
2011-08-20 13:00:00,220,158,378,0,2011-08-20,13,5,8,1,clear,27.7,30.0,55.0,9.0,0,0
2011-08-20 14:00:00,228,147,375,0,2011-08-20,14,5,8,1,clear,29.6,33.0,49.0,13.0,0,0
2011-08-20 15:00:00,215,175,390,0,2011-08-20,15,5,8,1,clear,29.6,32.0,43.0,13.0,0,0
2011-08-20 16:00:00,222,151,373,0,2011-08-20,16,5,8,1,clear,29.6,32.0,46.0,13.0,0,0
2011-08-20 17:00:00,203,180,383,0,2011-08-20,17,5,8,1,clear,29.6,33.0,49.0,13.0,0,0
2011-08-20 18:00:00,225,169,394,0,2011-08-20,18,5,8,1,clear,27.7,31.0,58.0,17.0,0,0
2011-08-20 19:00:00,182,109,291,0,2011-08-20,19,5,8,1,clear,26.8,29.0,62.0,13.0,0,0
2011-08-20 20:00:00,170,78,248,0,2011-08-20,20,5,8,1,clear,26.8,29.0,62.0,15.0,0,0
2011-08-20 21:00:00,144,81,225,0,2011-08-20,21,5,8,1,clear,25.8,29.0,70.0,15.0,0,0
2011-08-20 22:00:00,146,77,223,0,2011-08-20,22,5,8,1,clouds,24.9,28.0,74.0,13.0,0,0
2011-08-20 23:00:00,98,59,157,0,2011-08-20,23,5,8,1,clear,24.9,28.0,74.0,9.0,0,0
2011-08-21 00:00:00,68,6,74,0,2011-08-21,0,6,8,1,clear,24.9,28.0,74.0,13.0,0,0
2011-08-21 01:00:00,69,17,86,0,2011-08-21,1,6,8,1,clear,24.0,26.0,79.0,15.0,0,0
2011-08-21 02:00:00,51,13,64,0,2011-08-21,2,6,8,1,clear,24.0,26.0,79.0,13.0,0,0
2011-08-21 03:00:00,26,25,51,0,2011-08-21,3,6,8,1,clear,23.0,24.0,83.0,15.0,0,0
2011-08-21 04:00:00,5,1,6,0,2011-08-21,4,6,8,1,clear,24.0,26.0,83.0,15.0,0,0
2011-08-21 05:00:00,8,0,8,0,2011-08-21,5,6,8,1,clear,23.0,23.0,89.0,20.0,0,0
2011-08-21 06:00:00,10,4,14,0,2011-08-21,6,6,8,1,clear,23.0,23.0,89.0,19.0,0,0
2011-08-21 07:00:00,19,12,31,0,2011-08-21,7,6,8,1,clear,24.0,26.0,83.0,20.0,0,0
2011-08-21 08:00:00,62,30,92,0,2011-08-21,8,6,8,1,clear,24.9,28.0,79.0,15.0,0,0
2011-08-21 09:00:00,151,80,231,0,2011-08-21,9,6,8,1,clear,25.8,30.0,74.0,15.0,0,0
2011-08-21 10:00:00,177,97,274,0,2011-08-21,10,6,8,1,clear,26.8,31.0,74.0,17.0,0,0
2011-08-21 11:00:00,181,132,313,0,2011-08-21,11,6,8,1,clear,29.6,36.0,63.0,19.0,0,0
2011-08-21 12:00:00,239,135,374,0,2011-08-21,12,6,8,1,clear,30.5,37.0,59.0,19.0,0,0
2011-08-21 13:00:00,216,94,310,0,2011-08-21,13,6,8,1,clear,29.6,35.0,59.0,28.0,0,0
2011-08-21 14:00:00,157,78,235,0,2011-08-21,14,6,8,1,light_rain,24.9,28.0,79.0,26.0,0,0
2011-08-21 15:00:00,51,17,68,0,2011-08-21,15,6,8,1,clear,24.9,28.0,84.0,19.0,0,0
2011-08-21 16:00:00,161,97,258,0,2011-08-21,16,6,8,1,clear,25.8,30.0,79.0,11.0,0,0
2011-08-21 17:00:00,179,91,270,0,2011-08-21,17,6,8,1,clear,25.8,30.0,79.0,9.0,0,0
2011-08-21 18:00:00,215,96,311,0,2011-08-21,18,6,8,1,clear,25.8,30.0,79.0,17.0,0,0
2011-08-21 19:00:00,201,81,282,0,2011-08-21,19,6,8,1,clear,25.8,29.0,70.0,17.0,0,0
2011-08-21 20:00:00,140,41,181,0,2011-08-21,20,6,8,1,clear,24.9,28.0,79.0,17.0,0,0
2011-08-21 21:00:00,93,45,138,0,2011-08-21,21,6,8,1,clear,24.9,28.0,79.0,17.0,0,0
2011-08-21 22:00:00,97,37,134,0,2011-08-21,22,6,8,1,clouds,24.9,28.0,79.0,13.0,0,0
2011-08-21 23:00:00,48,20,68,0,2011-08-21,23,6,8,1,clear,24.9,28.0,74.0,11.0,0,0
2011-08-22 00:00:00,22,18,40,0,2011-08-22,0,0,8,0,clear,24.0,26.0,79.0,11.0,0,0
2011-08-22 01:00:00,13,8,21,0,2011-08-22,1,0,8,0,clear,24.0,26.0,79.0,6.0,0,0
2011-08-22 02:00:00,6,2,8,0,2011-08-22,2,0,8,0,clouds,24.9,27.0,65.0,7.0,0,0
2011-08-22 03:00:00,5,0,5,0,2011-08-22,3,0,8,0,light_rain,24.9,27.0,65.0,9.0,0,0
2011-08-22 04:00:00,10,2,12,0,2011-08-22,4,0,8,0,clear,24.0,26.0,65.0,13.0,0,0
2011-08-22 05:00:00,23,1,24,0,2011-08-22,5,0,8,0,clear,23.0,25.0,65.0,24.0,0,0
2011-08-22 06:00:00,106,6,112,0,2011-08-22,6,0,8,0,clear,23.0,25.0,61.0,20.0,0,0
2011-08-22 07:00:00,270,11,281,0,2011-08-22,7,0,8,0,clear,23.0,25.0,61.0,22.0,0,0
2011-08-22 08:00:00,331,20,351,0,2011-08-22,8,0,8,0,clear,23.0,25.0,61.0,22.0,0,0
2011-08-22 09:00:00,151,36,187,0,2011-08-22,9,0,8,0,clear,24.0,26.0,54.0,17.0,0,0
2011-08-22 10:00:00,85,36,121,0,2011-08-22,10,0,8,0,clear,24.9,27.0,48.0,19.0,0,0
2011-08-22 11:00:00,85,46,131,0,2011-08-22,11,0,8,0,clear,25.8,27.0,34.0,22.0,0,0
2011-08-22 12:00:00,153,54,207,0,2011-08-22,12,0,8,0,clear,26.8,27.0,35.0,26.0,0,0
2011-08-22 13:00:00,158,47,205,0,2011-08-22,13,0,8,0,clear,26.8,27.0,30.0,31.0,0,0
2011-08-22 14:00:00,137,88,225,0,2011-08-22,14,0,8,0,clear,26.8,27.0,30.0,26.0,0,0
2011-08-22 15:00:00,127,72,199,0,2011-08-22,15,0,8,0,clear,26.8,27.0,30.0,20.0,0,0
2011-08-22 16:00:00,254,66,320,0,2011-08-22,16,0,8,0,clear,26.8,27.0,30.0,26.0,0,0
2011-08-22 17:00:00,509,82,591,0,2011-08-22,17,0,8,0,clear,26.8,27.0,27.0,22.0,0,0
2011-08-22 18:00:00,537,72,609,0,2011-08-22,18,0,8,0,clear,25.8,27.0,28.0,20.0,0,0
2011-08-22 19:00:00,350,66,416,0,2011-08-22,19,0,8,0,clear,24.9,26.0,30.0,19.0,0,0
2011-08-22 20:00:00,247,21,268,0,2011-08-22,20,0,8,0,clear,23.0,25.0,34.0,13.0,0,0
2011-08-22 21:00:00,180,28,208,0,2011-08-22,21,0,8,0,clear,22.1,25.0,38.0,13.0,0,0
2011-08-22 22:00:00,121,32,153,0,2011-08-22,22,0,8,0,clear,22.1,25.0,38.0,20.0,0,0
2011-08-22 23:00:00,45,19,64,0,2011-08-22,23,0,8,0,clear,21.1,25.0,41.0,17.0,0,0
2011-08-23 00:00:00,22,13,35,0,2011-08-23,0,1,8,0,clear,20.2,25.0,43.0,13.0,0,0
2011-08-23 01:00:00,13,6,19,0,2011-08-23,1,1,8,0,clear,19.3,20.0,49.0,13.0,0,0
2011-08-23 02:00:00,4,2,6,0,2011-08-23,2,1,8,0,clear,18.3,19.0,52.0,13.0,0,0
2011-08-23 03:00:00,4,2,6,0,2011-08-23,3,1,8,0,clear,18.3,19.0,52.0,19.0,0,0
2011-08-23 04:00:00,5,0,5,0,2011-08-23,4,1,8,0,clear,17.4,18.0,56.0,11.0,0,0
2011-08-23 05:00:00,35,1,36,0,2011-08-23,5,1,8,0,clear,17.4,18.0,56.0,13.0,0,0
2011-08-23 06:00:00,111,3,114,0,2011-08-23,6,1,8,0,clear,17.4,18.0,60.0,13.0,0,0
2011-08-23 07:00:00,333,11,344,0,2011-08-23,7,1,8,0,clear,20.2,25.0,49.0,13.0,0,0
2011-08-23 08:00:00,461,43,504,0,2011-08-23,8,1,8,0,clouds,21.1,25.0,50.0,0.0,0,0
2011-08-23 09:00:00,191,34,225,0,2011-08-23,9,1,8,0,clouds,23.0,25.0,44.0,0.0,0,0
2011-08-23 10:00:00,92,56,148,0,2011-08-23,10,1,8,0,clear,24.9,26.0,37.0,0.0,0,0
2011-08-23 11:00:00,124,62,186,0,2011-08-23,11,1,8,0,clear,24.9,26.0,34.0,7.0,0,0
2011-08-23 12:00:00,177,60,237,0,2011-08-23,12,1,8,0,clear,24.9,26.0,39.0,6.0,0,0
2011-08-23 13:00:00,164,70,234,0,2011-08-23,13,1,8,0,clear,25.8,27.0,30.0,7.0,0,0
2011-08-23 14:00:00,502,149,651,0,2011-08-23,14,1,8,0,clear,25.8,27.0,30.0,6.0,0,0
2011-08-23 15:00:00,423,178,601,0,2011-08-23,15,1,8,0,clear,25.8,27.0,34.0,15.0,0,0
2011-08-23 16:00:00,311,133,444,0,2011-08-23,16,1,8,0,clear,25.8,27.0,32.0,9.0,0,0
2011-08-23 17:00:00,339,133,472,0,2011-08-23,17,1,8,0,clear,25.8,27.0,34.0,15.0,0,0
2011-08-23 18:00:00,421,98,519,0,2011-08-23,18,1,8,0,clear,25.8,27.0,34.0,13.0,0,0
2011-08-23 19:00:00,297,70,367,0,2011-08-23,19,1,8,0,clear,23.0,25.0,50.0,15.0,0,0
2011-08-23 20:00:00,206,54,260,0,2011-08-23,20,1,8,0,clear,22.1,25.0,53.0,17.0,0,0
2011-08-23 21:00:00,173,38,211,0,2011-08-23,21,1,8,0,clear,21.1,25.0,57.0,0.0,0,0
2011-08-23 22:00:00,145,46,191,0,2011-08-23,22,1,8,0,clear,21.1,25.0,57.0,9.0,0,0
2011-08-23 23:00:00,61,19,80,0,2011-08-23,23,1,8,0,clear,21.1,24.0,61.0,9.0,0,0
2011-08-24 00:00:00,29,9,38,0,2011-08-24,0,2,8,0,clear,21.1,25.0,57.0,9.0,0,0
2011-08-24 01:00:00,17,7,24,0,2011-08-24,1,2,8,0,clear,20.2,24.0,60.0,7.0,0,0
2011-08-24 02:00:00,4,2,6,0,2011-08-24,2,2,8,0,clear,19.3,20.0,68.0,9.0,0,0
2011-08-24 03:00:00,1,0,1,0,2011-08-24,3,2,8,0,clear,19.3,20.0,68.0,9.0,0,0
2011-08-24 04:00:00,7,0,7,0,2011-08-24,4,2,8,0,clear,18.3,19.0,73.0,7.0,0,0
2011-08-24 05:00:00,26,1,27,0,2011-08-24,5,2,8,0,clear,18.3,19.0,73.0,7.0,0,0
2011-08-24 06:00:00,105,3,108,0,2011-08-24,6,2,8,0,clear,18.3,19.0,73.0,0.0,0,0
2011-08-24 07:00:00,297,11,308,0,2011-08-24,7,2,8,0,clear,20.2,24.0,64.0,6.0,0,0
2011-08-24 08:00:00,436,32,468,0,2011-08-24,8,2,8,0,clear,21.1,24.0,69.0,9.0,0,0
2011-08-24 09:00:00,169,44,213,0,2011-08-24,9,2,8,0,clear,22.1,24.0,69.0,17.0,0,0
2011-08-24 10:00:00,95,51,146,0,2011-08-24,10,2,8,0,clear,24.9,27.0,58.0,19.0,0,0
2011-08-24 11:00:00,128,57,185,0,2011-08-24,11,2,8,0,clear,25.8,28.0,54.0,20.0,0,0
2011-08-24 12:00:00,175,60,235,0,2011-08-24,12,2,8,0,clear,26.8,29.0,55.0,22.0,0,0
2011-08-24 13:00:00,180,56,236,0,2011-08-24,13,2,8,0,clear,27.7,29.0,48.0,28.0,0,0
2011-08-24 14:00:00,127,77,204,0,2011-08-24,14,2,8,0,clear,27.7,29.0,48.0,28.0,0,0
2011-08-24 15:00:00,141,63,204,0,2011-08-24,15,2,8,0,clear,27.7,29.0,48.0,30.0,0,0
2011-08-24 16:00:00,222,49,271,0,2011-08-24,16,2,8,0,clear,27.7,30.0,52.0,28.0,0,0
2011-08-24 17:00:00,484,83,567,0,2011-08-24,17,2,8,0,clear,27.7,30.0,52.0,24.0,0,0
2011-08-24 18:00:00,519,102,621,0,2011-08-24,18,2,8,0,clear,26.8,29.0,55.0,20.0,0,0
2011-08-24 19:00:00,347,93,440,0,2011-08-24,19,2,8,0,clear,26.8,29.0,55.0,20.0,0,0
2011-08-24 20:00:00,289,45,334,0,2011-08-24,20,2,8,0,clear,25.8,28.0,58.0,20.0,0,0
2011-08-24 21:00:00,189,47,236,0,2011-08-24,21,2,8,0,clear,24.9,27.0,61.0,24.0,0,0
2011-08-24 22:00:00,140,41,181,0,2011-08-24,22,2,8,0,clear,24.9,27.0,65.0,24.0,0,0
2011-08-24 23:00:00,54,16,70,0,2011-08-24,23,2,8,0,clear,24.0,26.0,69.0,20.0,0,0
2011-08-25 00:00:00,41,11,52,0,2011-08-25,0,3,8,0,clear,24.0,26.0,74.0,20.0,0,0
2011-08-25 01:00:00,11,4,15,0,2011-08-25,1,3,8,0,clear,24.0,26.0,69.0,26.0,0,0
2011-08-25 02:00:00,2,3,5,0,2011-08-25,2,3,8,0,clear,24.0,26.0,69.0,26.0,0,0
2011-08-25 03:00:00,2,2,4,0,2011-08-25,3,3,8,0,clear,23.0,25.0,74.0,22.0,0,0
2011-08-25 04:00:00,6,1,7,0,2011-08-25,4,3,8,0,clear,23.0,24.0,78.0,26.0,0,0
2011-08-25 05:00:00,25,1,26,0,2011-08-25,5,3,8,0,clear,23.0,24.0,83.0,28.0,0,0
2011-08-25 06:00:00,101,1,102,0,2011-08-25,6,3,8,0,clear,23.0,24.0,83.0,22.0,0,0
2011-08-25 07:00:00,296,17,313,0,2011-08-25,7,3,8,0,clouds,24.0,26.0,79.0,22.0,0,0
2011-08-25 08:00:00,461,23,484,0,2011-08-25,8,3,8,0,clouds,24.9,28.0,74.0,20.0,0,0
2011-08-25 09:00:00,141,21,162,0,2011-08-25,9,3,8,0,clouds,25.8,29.0,70.0,20.0,0,0
2011-08-25 10:00:00,105,37,142,0,2011-08-25,10,3,8,0,clouds,26.8,30.0,66.0,20.0,0,0
2011-08-25 11:00:00,112,39,151,0,2011-08-25,11,3,8,0,light_rain,24.9,28.0,79.0,0.0,0,0
2011-08-25 12:00:00,32,9,41,0,2011-08-25,12,3,8,0,light_rain,24.9,28.0,79.0,0.0,0,0
2011-08-25 13:00:00,30,7,37,0,2011-08-25,13,3,8,0,clear,24.9,28.0,79.0,7.0,0,0
2011-08-25 14:00:00,86,27,113,0,2011-08-25,14,3,8,0,clouds,25.8,30.0,74.0,0.0,0,0
2011-08-25 15:00:00,104,28,132,0,2011-08-25,15,3,8,0,clouds,26.8,30.0,70.0,0.0,0,0
2011-08-25 16:00:00,105,16,121,0,2011-08-25,16,3,8,0,clear,25.8,31.0,84.0,0.0,0,0
2011-08-25 17:00:00,284,28,312,0,2011-08-25,17,3,8,0,clear,25.8,31.0,84.0,0.0,0,0
2011-08-25 18:00:00,377,31,408,0,2011-08-25,18,3,8,0,clouds,25.8,31.0,84.0,9.0,0,0
2011-08-25 19:00:00,241,31,272,0,2011-08-25,19,3,8,0,clouds,23.0,24.0,78.0,22.0,0,0
2011-08-25 20:00:00,192,33,225,0,2011-08-25,20,3,8,0,clear,22.1,23.0,78.0,24.0,0,0
