hour,date,hour_of_day,day_of_week,month,is_weekend,temperature_c,humidity,windspeed_kmh,conditions,registered_count,direct_count,total_count,holiday,is_holiday,is_workday
2011-04-10 08:00:00,2011-04-10,8,6,4,1,9.9,94.0,6.0,clouds,38,17,55,,0,0
2011-04-10 09:00:00,2011-04-10,9,6,4,1,9.9,94.0,9.0,clouds,50,31,81,,0,0
2011-04-10 10:00:00,2011-04-10,10,6,4,1,10.8,87.0,0.0,clouds,81,69,150,,0,0
2011-04-10 11:00:00,2011-04-10,11,6,4,1,10.8,87.0,9.0,clouds,109,93,202,,0,0
2011-04-10 12:00:00,2011-04-10,12,6,4,1,11.7,88.0,9.0,clouds,136,94,230,,0,0
2011-04-10 13:00:00,2011-04-10,13,6,4,1,13.6,82.0,7.0,clear,142,121,263,,0,0
2011-04-10 14:00:00,2011-04-10,14,6,4,1,15.5,72.0,13.0,clear,133,148,281,,0,0
2011-04-10 15:00:00,2011-04-10,15,6,4,1,15.5,77.0,15.0,clear,141,156,297,,0,0
2011-04-10 16:00:00,2011-04-10,16,6,4,1,16.4,72.0,11.0,clouds,153,135,288,,0,0
2011-04-10 17:00:00,2011-04-10,17,6,4,1,16.4,72.0,13.0,clouds,152,84,236,,0,0
2011-04-10 18:00:00,2011-04-10,18,6,4,1,15.5,77.0,13.0,clear,137,103,240,,0,0
2011-04-10 19:00:00,2011-04-10,19,6,4,1,15.5,77.0,13.0,clear,84,47,131,,0,0
2011-04-10 20:00:00,2011-04-10,20,6,4,1,13.6,82.0,9.0,clear,71,21,92,,0,0
2011-04-10 21:00:00,2011-04-10,21,6,4,1,12.7,88.0,13.0,clear,77,18,95,,0,0
2011-04-10 22:00:00,2011-04-10,22,6,4,1,12.7,94.0,17.0,clear,45,12,57,,0,0
2011-04-10 23:00:00,2011-04-10,23,6,4,1,13.6,88.0,24.0,clear,27,5,32,,0,0
2011-04-11 00:00:00,2011-04-11,0,0,4,0,14.6,88.0,22.0,clear,16,7,23,,0,1
2011-04-11 01:00:00,2011-04-11,1,0,4,0,13.6,94.0,19.0,clear,3,1,4,,0,1
2011-04-11 02:00:00,2011-04-11,2,0,4,0,13.6,94.0,19.0,clear,2,7,9,,0,1
2011-04-11 04:00:00,2011-04-11,4,0,4,0,13.6,94.0,13.0,clear,1,0,1,,0,1
2011-04-11 05:00:00,2011-04-11,5,0,4,0,13.6,94.0,13.0,clear,12,1,13,,0,1
2011-04-11 06:00:00,2011-04-11,6,0,4,0,13.6,100.0,15.0,clouds,59,2,61,,0,1
2011-04-11 07:00:00,2011-04-11,7,0,4,0,15.5,88.0,15.0,clouds,164,12,176,,0,1
2011-04-11 08:00:00,2011-04-11,8,0,4,0,16.4,88.0,19.0,clouds,286,28,314,,0,1
2011-04-11 09:00:00,2011-04-11,9,0,4,0,18.3,83.0,19.0,clouds,132,33,165,,0,1
2011-04-11 10:00:00,2011-04-11,10,0,4,0,18.3,83.0,20.0,clouds,55,41,96,,0,1
2011-04-11 11:00:00,2011-04-11,11,0,4,0,20.2,73.0,20.0,clouds,59,45,104,,0,1
2011-04-11 12:00:00,2011-04-11,12,0,4,0,20.2,73.0,22.0,clouds,97,37,134,,0,1
2011-04-11 13:00:00,2011-04-11,13,0,4,0,22.1,69.0,28.0,clouds,77,62,139,,0,1
2011-04-11 14:00:00,2011-04-11,14,0,4,0,25.8,54.0,24.0,clouds,85,60,145,,0,1
2011-04-11 15:00:00,2011-04-11,15,0,4,0,26.8,48.0,35.0,clear,85,56,141,,0,1
2011-04-11 16:00:00,2011-04-11,16,0,4,0,26.8,48.0,35.0,clear,162,73,235,,0,1
2011-04-11 17:00:00,2011-04-11,17,0,4,0,26.8,48.0,35.0,clear,352,100,452,,0,1
2011-04-11 18:00:00,2011-04-11,18,0,4,0,25.8,51.0,26.0,clear,290,93,383,,0,1
2011-04-11 19:00:00,2011-04-11,19,0,4,0,25.8,51.0,30.0,clear,211,73,284,,0,1
2011-04-11 20:00:00,2011-04-11,20,0,4,0,24.0,57.0,35.0,clear,122,44,166,,0,1
2011-04-11 21:00:00,2011-04-11,21,0,4,0,23.0,61.0,17.0,clear,119,39,158,,0,1
2011-04-11 22:00:00,2011-04-11,22,0,4,0,22.1,50.0,19.0,clouds,66,25,91,,0,1
2011-04-11 23:00:00,2011-04-11,23,0,4,0,19.3,60.0,0.0,light_rain,38,16,54,,0,1
2011-04-12 00:00:00,2011-04-12,0,1,4,0,21.1,50.0,7.0,clouds,13,11,24,,0,1
2011-04-12 01:00:00,2011-04-12,1,1,4,0,21.1,50.0,6.0,clouds,7,6,13,,0,1
2011-04-12 02:00:00,2011-04-12,2,1,4,0,20.2,53.0,9.0,clouds,7,7,14,,0,1
2011-04-12 03:00:00,2011-04-12,3,1,4,0,19.3,56.0,9.0,clouds,1,0,1,,0,1
2011-04-12 04:00:00,2011-04-12,4,1,4,0,18.3,64.0,9.0,clouds,2,4,6,,0,1
2011-04-12 05:00:00,2011-04-12,5,1,4,0,17.4,68.0,9.0,clouds,15,1,16,,0,1
2011-04-12 06:00:00,2011-04-12,6,1,4,0,17.4,68.0,19.0,clouds,55,3,58,,0,1
2011-04-12 07:00:00,2011-04-12,7,1,4,0,17.4,68.0,15.0,clouds,177,12,189,,0,1
2011-04-12 08:00:00,2011-04-12,8,1,4,0,14.6,88.0,26.0,light_rain,211,15,226,,0,1
2011-04-12 09:00:00,2011-04-12,9,1,4,0,13.6,94.0,33.0,light_rain,50,4,54,,0,1
2011-04-12 10:00:00,2011-04-12,10,1,4,0,15.5,82.0,28.0,light_rain,34,6,40,,0,1
2011-04-12 11:00:00,2011-04-12,11,1,4,0,16.4,77.0,24.0,clear,38,11,49,,0,1
2011-04-12 12:00:00,2011-04-12,12,1,4,0,18.3,64.0,31.0,clouds,83,9,92,,0,1
2011-04-12 13:00:00,2011-04-12,13,1,4,0,17.4,68.0,19.0,light_rain,84,22,106,,0,1
2011-04-12 14:00:00,2011-04-12,14,1,4,0,15.5,82.0,19.0,clouds,28,16,44,,0,1
2011-04-12 15:00:00,2011-04-12,15,1,4,0,14.6,77.0,35.0,clouds,54,24,78,,0,1
2011-04-12 16:00:00,2011-04-12,16,1,4,0,14.6,77.0,26.0,clouds,80,19,99,,0,1
2011-04-12 17:00:00,2011-04-12,17,1,4,0,12.7,77.0,15.0,light_rain,262,29,291,,0,1
2011-04-12 18:00:00,2011-04-12,18,1,4,0,12.7,77.0,15.0,light_rain,203,21,224,,0,1
2011-04-12 19:00:00,2011-04-12,19,1,4,0,11.7,82.0,19.0,clouds,127,3,130,,0,1
2011-04-12 20:00:00,2011-04-12,20,1,4,0,11.7,82.0,19.0,clouds,94,9,103,,0,1
2011-04-12 21:00:00,2011-04-12,21,1,4,0,11.7,82.0,13.0,clouds,74,10,84,,0,1
2011-04-12 22:00:00,2011-04-12,22,1,4,0,10.8,94.0,20.0,clouds,47,7,54,,0,1
2011-04-12 23:00:00,2011-04-12,23,1,4,0,10.8,94.0,17.0,clouds,31,8,39,,0,1
2011-04-13 00:00:00,2011-04-13,0,2,4,0,10.8,100.0,20.0,clouds,12,3,15,,0,1
2011-04-13 01:00:00,2011-04-13,1,2,4,0,10.8,100.0,20.0,clouds,1,0,1,,0,1
2011-04-13 02:00:00,2011-04-13,2,2,4,0,10.8,100.0,20.0,light_rain,2,0,2,,0,1
2011-04-13 03:00:00,2011-04-13,3,2,4,0,10.8,94.0,22.0,light_rain,2,0,2,,0,1
2011-04-13 04:00:00,2011-04-13,4,2,4,0,10.8,94.0,22.0,light_rain,2,1,3,,0,1
2011-04-13 05:00:00,2011-04-13,5,2,4,0,9.9,94.0,17.0,light_rain,4,1,5,,0,1
2011-04-13 06:00:00,2011-04-13,6,2,4,0,9.9,94.0,15.0,light_rain,33,1,34,,0,1
2011-04-13 07:00:00,2011-04-13,7,2,4,0,8.9,100.0,15.0,light_rain,67,3,70,,0,1
2011-04-13 08:00:00,2011-04-13,8,2,4,0,9.9,94.0,13.0,light_rain,158,6,164,,0,1
2011-04-13 09:00:00,2011-04-13,9,2,4,0,9.9,94.0,15.0,clouds,63,2,65,,0,1
2011-04-13 10:00:00,2011-04-13,10,2,4,0,10.8,87.0,13.0,clouds,42,4,46,,0,1
2011-04-13 11:00:00,2011-04-13,11,2,4,0,11.7,82.0,13.0,clouds,57,4,61,,0,1
2011-04-13 12:00:00,2011-04-13,12,2,4,0,11.7,82.0,17.0,light_rain,83,12,95,,0,1
2011-04-13 13:00:00,2011-04-13,13,2,4,0,12.7,77.0,13.0,clouds,55,6,61,,0,1
2011-04-13 14:00:00,2011-04-13,14,2,4,0,11.7,77.0,17.0,clouds,82,24,106,,0,1
2011-04-13 15:00:00,2011-04-13,15,2,4,0,12.7,72.0,19.0,clouds,69,12,81,,0,1
2011-04-13 16:00:00,2011-04-13,16,2,4,0,13.6,67.0,19.0,clear,119,23,142,,0,1
2011-04-13 17:00:00,2011-04-13,17,2,4,0,13.6,67.0,20.0,clear,284,25,309,,0,1
2011-04-13 18:00:00,2011-04-13,18,2,4,0,12.7,62.0,26.0,clear,293,28,321,,0,1
2011-04-13 19:00:00,2011-04-13,19,2,4,0,12.7,62.0,17.0,clear,160,15,175,,0,1
2011-04-13 20:00:00,2011-04-13,20,2,4,0,12.7,62.0,17.0,clear,119,7,126,,0,1
2011-04-13 21:00:00,2011-04-13,21,2,4,0,11.7,67.0,11.0,clear,100,17,117,,0,1
2011-04-13 22:00:00,2011-04-13,22,2,4,0,11.7,67.0,13.0,clear,89,10,99,,0,1
2011-04-13 23:00:00,2011-04-13,23,2,4,0,10.8,71.0,9.0,clear,57,5,62,,0,1
2011-04-14 00:00:00,2011-04-14,0,3,4,0,9.9,76.0,9.0,clear,18,3,21,,0,1
2011-04-14 01:00:00,2011-04-14,1,3,4,0,9.9,76.0,15.0,clear,9,1,10,,0,1
2011-04-14 02:00:00,2011-04-14,2,3,4,0,8.9,76.0,9.0,clear,3,0,3,,0,1
2011-04-14 03:00:00,2011-04-14,3,3,4,0,8.0,81.0,9.0,clear,2,0,2,,0,1
2011-04-14 04:00:00,2011-04-14,4,3,4,0,8.0,76.0,0.0,clear,8,1,9,,0,1
2011-04-14 05:00:00,2011-04-14,5,3,4,0,8.0,76.0,6.0,clear,12,2,14,,0,1
2011-04-14 06:00:00,2011-04-14,6,3,4,0,8.0,76.0,7.0,clear,66,4,70,,0,1
2011-04-14 07:00:00,2011-04-14,7,3,4,0,9.9,66.0,0.0,clear,182,11,193,,0,1
2011-04-14 08:00:00,2011-04-14,8,3,4,0,11.7,58.0,11.0,clear,316,21,337,,0,1
2011-04-14 09:00:00,2011-04-14,9,3,4,0,13.6,51.0,9.0,clear,152,18,170,,0,1
2011-04-14 10:00:00,2011-04-14,10,3,4,0,15.5,51.0,13.0,clear,68,21,89,,0,1
2011-04-14 11:00:00,2011-04-14,11,3,4,0,16.4,45.0,11.0,clear,87,28,115,,0,1
2011-04-14 12:00:00,2011-04-14,12,3,4,0,17.4,42.0,9.0,clear,110,35,145,,0,1
2011-04-14 13:00:00,2011-04-14,13,3,4,0,18.3,37.0,15.0,clear,121,38,159,,0,1
2011-04-14 14:00:00,2011-04-14,14,3,4,0,18.3,35.0,6.0,clear,101,36,137,,0,1
2011-04-14 15:00:00,2011-04-14,15,3,4,0,20.2,31.0,6.0,clear,85,57,142,,0,1
2011-04-14 16:00:00,2011-04-14,16,3,4,0,20.2,26.0,7.0,clear,153,49,202,,0,1
2011-04-14 17:00:00,2011-04-14,17,3,4,0,20.2,28.0,0.0,clear,338,50,388,,0,1
2011-04-14 18:00:00,2011-04-14,18,3,4,0,18.3,30.0,0.0,clear,290,47,337,,0,1
2011-04-14 19:00:00,2011-04-14,19,3,4,0,17.4,32.0,0.0,clear,222,37,259,,0,1
2011-04-14 20:00:00,2011-04-14,20,3,4,0,15.5,51.0,13.0,clear,147,22,169,,0,1
2011-04-14 21:00:00,2011-04-14,21,3,4,0,13.6,63.0,9.0,clear,126,19,145,,0,1
2011-04-14 22:00:00,2011-04-14,22,3,4,0,14.6,55.0,7.0,clear,82,22,104,,0,1
2011-04-14 23:00:00,2011-04-14,23,3,4,0,13.6,59.0,7.0,clear,40,7,47,,0,1
2011-04-15 00:00:00,2011-04-15,0,4,4,0,12.7,67.0,0.0,clear,21,6,27,D.C. Emancipation Day (observed),1,0
2011-04-15 01:00:00,2011-04-15,1,4,4,0,12.7,62.0,0.0,clear,9,6,15,D.C. Emancipation Day (observed),1,0
2011-04-15 02:00:00,2011-04-15,2,4,4,0,10.8,76.0,0.0,clear,10,8,18,D.C. Emancipation Day (observed),1,0
2011-04-15 03:00:00,2011-04-15,3,4,4,0,10.8,76.0,0.0,clear,3,0,3,D.C. Emancipation Day (observed),1,0
2011-04-15 04:00:00,2011-04-15,4,4,4,0,9.9,82.0,6.0,clear,3,0,3,D.C. Emancipation Day (observed),1,0
2011-04-15 05:00:00,2011-04-15,5,4,4,0,8.9,81.0,7.0,clear,11,2,13,D.C. Emancipation Day (observed),1,0
2011-04-15 06:00:00,2011-04-15,6,4,4,0,8.9,81.0,6.0,clear,42,5,47,D.C. Emancipation Day (observed),1,0
2011-04-15 07:00:00,2011-04-15,7,4,4,0,10.8,71.0,11.0,clear,139,10,149,D.C. Emancipation Day (observed),1,0
2011-04-15 08:00:00,2011-04-15,8,4,4,0,12.7,62.0,20.0,clear,279,21,300,D.C. Emancipation Day (observed),1,0
2011-04-15 09:00:00,2011-04-15,9,4,4,0,15.5,55.0,13.0,clear,162,16,178,D.C. Emancipation Day (observed),1,0
2011-04-15 10:00:00,2011-04-15,10,4,4,0,15.5,55.0,13.0,clear,91,31,122,D.C. Emancipation Day (observed),1,0
2011-04-15 11:00:00,2011-04-15,11,4,4,0,16.4,55.0,13.0,clear,95,41,136,D.C. Emancipation Day (observed),1,0
2011-04-15 12:00:00,2011-04-15,12,4,4,0,16.4,55.0,19.0,clear,155,45,200,D.C. Emancipation Day (observed),1,0
2011-04-15 13:00:00,2011-04-15,13,4,4,0,17.4,52.0,17.0,clear,133,47,180,D.C. Emancipation Day (observed),1,0
2011-04-15 14:00:00,2011-04-15,14,4,4,0,17.4,52.0,17.0,clear,106,57,163,D.C. Emancipation Day (observed),1,0
2011-04-15 15:00:00,2011-04-15,15,4,4,0,17.4,52.0,30.0,clear,112,50,162,D.C. Emancipation Day (observed),1,0
2011-04-15 16:00:00,2011-04-15,16,4,4,0,16.4,55.0,33.0,clear,173,70,243,D.C. Emancipation Day (observed),1,0
2011-04-15 17:00:00,2011-04-15,17,4,4,0,15.5,63.0,26.0,clouds,267,64,331,D.C. Emancipation Day (observed),1,0
2011-04-15 18:00:00,2011-04-15,18,4,4,0,13.6,67.0,26.0,clouds,216,47,263,D.C. Emancipation Day (observed),1,0
2011-04-15 19:00:00,2011-04-15,19,4,4,0,11.7,77.0,26.0,clear,168,41,209,D.C. Emancipation Day (observed),1,0
2011-04-15 20:00:00,2011-04-15,20,4,4,0,10.8,76.0,22.0,clouds,92,26,118,D.C. Emancipation Day (observed),1,0
2011-04-15 21:00:00,2011-04-15,21,4,4,0,10.8,76.0,20.0,clouds,77,25,102,D.C. Emancipation Day (observed),1,0
2011-04-15 22:00:00,2011-04-15,22,4,4,0,9.9,82.0,26.0,clouds,64,16,80,D.C. Emancipation Day (observed),1,0
2011-04-15 23:00:00,2011-04-15,23,4,4,0,8.9,81.0,13.0,clouds,56,8,64,D.C. Emancipation Day (observed),1,0
2011-04-16 00:00:00,2011-04-16,0,5,4,1,8.9,81.0,15.0,clouds,36,7,43,,0,0
2011-04-16 01:00:00,2011-04-16,1,5,4,1,8.9,87.0,19.0,clouds,28,5,33,,0,0
2011-04-16 02:00:00,2011-04-16,2,5,4,1,8.9,87.0,9.0,clouds,19,5,24,,0,0
2011-04-16 03:00:00,2011-04-16,3,5,4,1,8.9,87.0,11.0,clouds,9,5,14,,0,0
2011-04-16 04:00:00,2011-04-16,4,5,4,1,8.9,87.0,15.0,clouds,4,1,5,,0,0
2011-04-16 05:00:00,2011-04-16,5,5,4,1,9.9,87.0,19.0,clouds,3,1,4,,0,0
2011-04-16 06:00:00,2011-04-16,6,5,4,1,10.8,82.0,22.0,light_rain,9,1,10,,0,0
2011-04-16 07:00:00,2011-04-16,7,5,4,1,10.8,82.0,28.0,clouds,18,3,21,,0,0
2011-04-16 08:00:00,2011-04-16,8,5,4,1,10.8,87.0,24.0,light_rain,38,7,45,,0,0
2011-04-16 09:00:00,2011-04-16,9,5,4,1,10.8,100.0,20.0,light_rain,27,2,29,,0,0
2011-04-16 10:00:00,2011-04-16,10,5,4,1,11.7,94.0,26.0,light_rain,21,1,22,,0,0
2011-04-16 11:00:00,2011-04-16,11,5,4,1,11.7,94.0,30.0,light_rain,27,4,31,,0,0
2011-04-16 12:00:00,2011-04-16,12,5,4,1,13.6,88.0,39.0,clouds,26,6,32,,0,0
2011-04-16 13:00:00,2011-04-16,13,5,4,1,13.6,94.0,35.0,light_rain,49,9,58,,0,0
2011-04-16 14:00:00,2011-04-16,14,5,4,1,16.4,83.0,39.0,light_rain,49,14,63,,0,0
2011-04-16 15:00:00,2011-04-16,15,5,4,1,16.4,83.0,39.0,light_rain,62,16,78,,0,0
2011-04-16 16:00:00,2011-04-16,16,5,4,1,15.5,88.0,31.0,light_rain,27,6,33,,0,0
2011-04-16 17:00:00,2011-04-16,17,5,4,1,15.5,88.0,39.0,light_rain,14,1,15,,0,0
2011-04-16 18:00:00,2011-04-16,18,5,4,1,15.5,94.0,26.0,clouds,32,6,38,,0,0
2011-04-16 19:00:00,2011-04-16,19,5,4,1,16.4,94.0,28.0,clouds,62,9,71,,0,0
2011-04-16 20:00:00,2011-04-16,20,5,4,1,12.7,94.0,15.0,light_rain,49,4,53,,0,0
2011-04-16 21:00:00,2011-04-16,21,5,4,1,12.7,94.0,0.0,clouds,13,1,14,,0,0
2011-04-16 22:00:00,2011-04-16,22,5,4,1,11.7,100.0,0.0,light_rain,22,2,24,,0,0
2011-04-16 23:00:00,2011-04-16,23,5,4,1,12.7,77.0,19.0,clouds,30,5,35,,0,0
2011-04-17 00:00:00,2011-04-17,0,6,4,1,12.7,77.0,19.0,clouds,29,4,33,,0,0
2011-04-17 01:00:00,2011-04-17,1,6,4,1,11.7,67.0,15.0,clear,25,6,31,,0,0
2011-04-17 02:00:00,2011-04-17,2,6,4,1,10.8,62.0,13.0,clear,25,4,29,,0,0
2011-04-17 03:00:00,2011-04-17,3,6,4,1,10.8,66.0,9.0,clear,13,12,25,,0,0
2011-04-17 04:00:00,2011-04-17,4,6,4,1,8.9,76.0,7.0,clear,5,2,7,,0,0
2011-04-17 05:00:00,2011-04-17,5,6,4,1,8.9,71.0,11.0,clear,1,2,3,,0,0
2011-04-17 06:00:00,2011-04-17,6,6,4,1,8.9,66.0,30.0,clear,5,3,8,,0,0
2011-04-17 07:00:00,2011-04-17,7,6,4,1,8.9,50.0,24.0,clear,14,2,16,,0,0
2011-04-17 08:00:00,2011-04-17,8,6,4,1,9.9,46.0,26.0,clear,36,7,43,,0,0
2011-04-17 09:00:00,2011-04-17,9,6,4,1,10.8,43.0,19.0,clear,71,31,102,,0,0
2011-04-17 10:00:00,2011-04-17,10,6,4,1,11.7,44.0,30.0,clear,120,91,211,,0,0
2011-04-17 11:00:00,2011-04-17,11,6,4,1,13.6,41.0,28.0,clear,185,119,304,,0,0
2011-04-17 12:00:00,2011-04-17,12,6,4,1,13.6,38.0,26.0,clear,187,167,354,,0,0
2011-04-17 13:00:00,2011-04-17,13,6,4,1,15.5,34.0,26.0,clear,162,181,343,,0,0
2011-04-17 14:00:00,2011-04-17,14,6,4,1,16.4,34.0,26.0,clear,191,170,361,,0,0
2011-04-17 15:00:00,2011-04-17,15,6,4,1,17.4,32.0,35.0,clear,209,179,388,,0,0
2011-04-17 16:00:00,2011-04-17,16,6,4,1,17.4,30.0,24.0,clear,182,161,343,,0,0
2011-04-17 17:00:00,2011-04-17,17,6,4,1,18.3,30.0,30.0,clear,163,143,306,,0,0
2011-04-17 18:00:00,2011-04-17,18,6,4,1,18.3,30.0,26.0,clear,175,102,277,,0,0
2011-04-17 19:00:00,2011-04-17,19,6,4,1,18.3,30.0,20.0,clear,135,75,210,,0,0
2011-04-17 20:00:00,2011-04-17,20,6,4,1,16.4,36.0,13.0,clear,97,44,141,,0,0
2011-04-17 21:00:00,2011-04-17,21,6,4,1,15.5,42.0,13.0,clear,70,13,83,,0,0
2011-04-17 22:00:00,2011-04-17,22,6,4,1,15.5,39.0,7.0,clear,49,21,70,,0,0
2011-04-17 23:00:00,2011-04-17,23,6,4,1,12.7,67.0,11.0,clear,37,19,56,,0,0
2011-04-18 00:00:00,2011-04-18,0,0,4,0,13.6,47.0,6.0,clear,24,15,39,,0,1
2011-04-18 01:00:00,2011-04-18,1,0,4,0,13.6,47.0,9.0,clear,8,11,19,,0,1
2011-04-18 02:00:00,2011-04-18,2,0,4,0,11.7,67.0,7.0,clear,2,14,16,,0,1
2011-04-18 03:00:00,2011-04-18,3,0,4,0,11.7,62.0,7.0,clear,1,6,7,,0,1
2011-04-18 04:00:00,2011-04-18,4,0,4,0,10.8,87.0,11.0,clear,4,2,6,,0,1
2011-04-18 05:00:00,2011-04-18,5,0,4,0,10.8,76.0,6.0,clear,16,0,16,,0,1
2011-04-18 06:00:00,2011-04-18,6,0,4,0,10.8,82.0,0.0,clear,51,3,54,,0,1
2011-04-18 07:00:00,2011-04-18,7,0,4,0,13.6,63.0,0.0,clear,156,12,168,,0,1
2011-04-18 08:00:00,2011-04-18,8,0,4,0,13.6,63.0,0.0,clear,277,20,297,,0,1
2011-04-18 09:00:00,2011-04-18,9,0,4,0,15.5,55.0,7.0,clouds,132,37,169,,0,1
2011-04-18 10:00:00,2011-04-18,10,0,4,0,16.4,55.0,7.0,clouds,68,41,109,,0,1
2011-04-18 11:00:00,2011-04-18,11,0,4,0,17.4,52.0,6.0,clouds,87,36,123,,0,1
2011-04-18 12:00:00,2011-04-18,12,0,4,0,18.3,49.0,6.0,clouds,124,60,184,,0,1
2011-04-18 13:00:00,2011-04-18,13,0,4,0,18.3,49.0,11.0,clouds,128,41,169,,0,1
2011-04-18 14:00:00,2011-04-18,14,0,4,0,19.3,49.0,13.0,clouds,95,49,144,,0,1
2011-04-18 15:00:00,2011-04-18,15,0,4,0,20.2,43.0,13.0,clouds,112,64,176,,0,1
2011-04-18 16:00:00,2011-04-18,16,0,4,0,20.2,46.0,19.0,clear,165,40,205,,0,1
2011-04-18 17:00:00,2011-04-18,17,0,4,0,19.3,49.0,19.0,clear,362,66,428,,0,1
2011-04-18 18:00:00,2011-04-18,18,0,4,0,22.1,31.0,24.0,clear,321,41,362,,0,1
2011-04-18 19:00:00,2011-04-18,19,0,4,0,18.3,46.0,17.0,clear,244,42,286,,0,1
2011-04-18 20:00:00,2011-04-18,20,0,4,0,20.2,33.0,20.0,clear,136,29,165,,0,1
2011-04-18 21:00:00,2011-04-18,21,0,4,0,18.3,37.0,19.0,clear,131,20,151,,0,1
2011-04-18 22:00:00,2011-04-18,22,0,4,0,16.4,55.0,19.0,clear,81,9,90,,0,1
2011-04-18 23:00:00,2011-04-18,23,0,4,0,15.5,59.0,17.0,clear,35,11,46,,0,1
2011-04-19 00:00:00,2011-04-19,0,1,4,0,15.5,55.0,15.0,clear,23,2,25,,0,1
2011-04-19 01:00:00,2011-04-19,1,1,4,0,13.6,63.0,15.0,clear,2,5,7,,0,1
2011-04-19 02:00:00,2011-04-19,2,1,4,0,13.6,67.0,19.0,clear,5,8,13,,0,1
2011-04-19 03:00:00,2011-04-19,3,1,4,0,14.6,63.0,15.0,clear,3,0,3,,0,1
2011-04-19 04:00:00,2011-04-19,4,1,4,0,13.6,67.0,6.0,clear,4,1,5,,0,1
2011-04-19 05:00:00,2011-04-19,5,1,4,0,13.6,72.0,13.0,clouds,17,1,18,,0,1
2011-04-19 06:00:00,2011-04-19,6,1,4,0,14.6,67.0,0.0,clouds,63,2,65,,0,1
2011-04-19 07:00:00,2011-04-19,7,1,4,0,16.4,55.0,0.0,clouds,166,22,188,,0,1
2011-04-19 08:00:00,2011-04-19,8,1,4,0,15.5,68.0,9.0,clouds,331,20,351,,0,1
2011-04-19 09:00:00,2011-04-19,9,1,4,0,16.4,63.0,6.0,light_rain,139,23,162,,0,1
2011-04-19 10:00:00,2011-04-19,10,1,4,0,15.5,72.0,15.0,clouds,60,15,75,,0,1
2011-04-19 11:00:00,2011-04-19,11,1,4,0,17.4,68.0,11.0,clouds,53,19,72,,0,1
2011-04-19 12:00:00,2011-04-19,12,1,4,0,17.4,64.0,6.0,clouds,84,19,103,,0,1
2011-04-19 13:00:00,2011-04-19,13,1,4,0,17.4,68.0,15.0,clouds,103,26,129,,0,1
2011-04-19 14:00:00,2011-04-19,14,1,4,0,17.4,64.0,13.0,clouds,88,19,107,,0,1
2011-04-19 15:00:00,2011-04-19,15,1,4,0,17.4,65.0,11.0,clouds,83,44,127,,0,1
2011-04-19 16:00:00,2011-04-19,16,1,4,0,18.3,52.0,20.0,clear,162,30,192,,0,1
2011-04-19 17:00:00,2011-04-19,17,1,4,0,18.3,60.0,7.0,clear,372,39,411,,0,1
2011-04-19 18:00:00,2011-04-19,18,1,4,0,17.4,64.0,9.0,clouds,377,44,421,,0,1
2011-04-19 19:00:00,2011-04-19,19,1,4,0,15.5,72.0,13.0,clouds,248,28,276,,0,1
2011-04-19 20:00:00,2011-04-19,20,1,4,0,15.5,72.0,15.0,clouds,148,20,168,,0,1
2011-04-19 21:00:00,2011-04-19,21,1,4,0,15.5,72.0,9.0,clouds,114,8,122,,0,1
2011-04-19 22:00:00,2011-04-19,22,1,4,0,14.6,77.0,6.0,clear,109,3,112,,0,1
2011-04-19 23:00:00,2011-04-19,23,1,4,0,13.6,88.0,6.0,clear,41,11,52,,0,1
2011-04-20 00:00:00,2011-04-20,0,2,4,0,12.7,88.0,9.0,clear,29,4,33,,0,1
2011-04-20 01:00:00,2011-04-20,1,2,4,0,11.7,94.0,11.0,clear,5,2,7,,0,1
2011-04-20 02:00:00,2011-04-20,2,2,4,0,11.7,94.0,11.0,clear,2,0,2,,0,1
2011-04-20 03:00:00,2011-04-20,3,2,4,0,11.7,94.0,0.0,clear,2,0,2,,0,1
2011-04-20 04:00:00,2011-04-20,4,2,4,0,10.8,100.0,7.0,clear,4,5,9,,0,1
2011-04-20 05:00:00,2011-04-20,5,2,4,0,10.8,94.0,13.0,clear,14,1,15,,0,1
2011-04-20 06:00:00,2011-04-20,6,2,4,0,11.7,94.0,11.0,clear,62,2,64,,0,1
2011-04-20 07:00:00,2011-04-20,7,2,4,0,12.7,94.0,0.0,clear,211,26,237,,0,1
2011-04-20 08:00:00,2011-04-20,8,2,4,0,21.1,69.0,31.0,clear,374,22,396,,0,1
2011-04-20 09:00:00,2011-04-20,9,2,4,0,23.0,61.0,19.0,clear,170,27,197,,0,1
2011-04-20 10:00:00,2011-04-20,10,2,4,0,21.1,69.0,6.0,clear,86,45,131,,0,1
2011-04-20 11:00:00,2011-04-20,11,2,4,0,21.1,69.0,6.0,clear,87,31,118,,0,1
2011-04-20 12:00:00,2011-04-20,12,2,4,0,24.9,48.0,26.0,clear,117,28,145,,0,1
2011-04-20 13:00:00,2011-04-20,13,2,4,0,24.9,48.0,26.0,clear,135,42,177,,0,1
2011-04-20 14:00:00,2011-04-20,14,2,4,0,26.8,40.0,31.0,clear,115,33,148,,0,1
2011-04-20 15:00:00,2011-04-20,15,2,4,0,27.7,35.0,24.0,clouds,113,32,145,,0,1
2011-04-20 16:00:00,2011-04-20,16,2,4,0,27.7,35.0,24.0,clouds,201,54,255,,0,1
